,layer,method,number,accuracy,maxdepth
3115,model.output_proj.layers.2,SOM,20,0.965,4
3116,model.edge_s2s,baseline,37,0.9090909090909091,4
3117,model.edge_s2s,SOM,15,1.0,4
3118,model.output_proj.layers.2,SAE,21,0.9844559585492227,4
3119,model.blocks.2.activation,SAE,37,0.9384615384615385,4
3120,model.state_encoder.layers.1,SAE,40,0.9536082474226805,4
3121,model.blocks.2.activation,SAE,20,0.9847715736040609,4
3122,model.edge_s2s,SAE,29,0.7918781725888325,4
3123,model.edge_s2s,SOM,1,1.0,4
3124,model.node_s2s,SAE,86,0.9732620320855615,4
3125,model.node_s2s,SAE,115,0.9565217391304348,4
3126,model.state_encoder.layers.1,baseline,2,0.9789473684210527,4
3127,model.node_s2s,SAE,66,0.9427083333333334,4
3128,model.blocks.0.activation,SAE,23,0.9794871794871794,4
3129,model.blocks.0.activation,SOM,5,0.9938650306748467,4
3130,model.edge_s2s,SOM,16,1.0,4
3131,model.node_s2s,baseline,44,0.8894472361809045,4
3132,model.blocks.2.activation,SAE,24,0.9690721649484536,4
3133,model.edge_s2s,SAE,188,0.9528795811518325,4
3134,model.output_proj.layers.2,SAE,1,0.9583333333333334,4
3135,model.edge_s2s,SAE,23,0.8697916666666666,4
3136,model.state_encoder.layers.1,SOM,12,0.9943820224719101,4
3137,model.blocks.1.activation,SAE,18,0.9796954314720813,4
3138,model.edge_s2s,SAE,46,0.9533678756476683,4
3139,model.edge_s2s,SAE,95,0.9278350515463918,4
3140,model.output_proj.layers.2,baseline,4,0.9791666666666666,4
3141,model.output_proj.layers.2,SAE,46,0.9764705882352941,4
3142,model.blocks.2.activation,SOM,20,1.0,4
3143,model.node_s2s,SAE,100,0.9444444444444444,4
3144,model.output_proj.layers.2,SOM,2,1.0,4
3145,model.blocks.1.activation,SOM,13,1.0,4
3146,model.node_s2s,SAE,139,0.9459459459459459,4
3147,model.blocks.2.activation,SAE,4,1.0,4
3148,model.blocks.0.activation,SOM,11,1.0,4
3149,model.state_encoder.layers.1,SAE,15,0.9641025641025641,4
3150,model.node_s2s,baseline,10,0.9432989690721649,4
3151,model.blocks.2.activation,SOM,0,1.0,4
3152,model.blocks.0.activation,baseline,1,0.9393939393939394,4
3153,model.blocks.2.activation,SAE,45,0.9948453608247423,4
3154,model.output_proj.layers.2,SAE,27,1.0,4
3155,model.output_proj.layers.2,SAE,24,0.958974358974359,4
3156,model.blocks.0.activation,SAE,38,0.8648648648648649,4
3157,model.node_s2s,SAE,63,0.9629629629629629,4
3158,model.node_s2s,SAE,42,0.9790575916230366,4
3159,model.node_s2s,SAE,85,0.9633507853403142,4
3160,model.blocks.0.activation,SAE,37,0.9948979591836735,4
3161,model.node_s2s,SAE,60,0.9685863874345549,4
3162,model.blocks.0.activation,SAE,21,0.9639175257731959,4
3163,model.node_s2s,SOM,3,1.0,4
3164,model.blocks.2.activation,SAE,9,0.9375,4
3165,model.blocks.0.activation,SOM,16,1.0,4
3166,model.output_proj.layers.2,SOM,8,1.0,4
3167,model.edge_s2s,SAE,103,0.8393782383419689,4
3168,model.edge_s2s,SOM,20,1.0,4
3169,model.blocks.1.activation,SAE,23,0.9795918367346939,4
3170,model.output_proj.layers.2,SAE,35,0.9696969696969697,4
3171,model.blocks.1.activation,SOM,11,0.993421052631579,4
3172,model.node_s2s,SAE,70,0.9692307692307692,4
3173,model.blocks.2.activation,SAE,15,0.9795918367346939,4
3174,model.blocks.1.activation,SAE,1,0.9587628865979382,4
3175,model.blocks.0.activation,SOM,4,0.9487179487179487,4
3176,model.edge_s2s,SOM,11,1.0,4
3177,model.edge_s2s,SAE,14,0.9114583333333334,4
3178,model.edge_s2s,baseline,7,0.9770114942528736,4
3179,model.edge_s2s,SAE,157,0.8802083333333334,4
3180,model.edge_s2s,SOM,19,0.9792746113989638,4
3181,model.node_s2s,SAE,99,0.9949748743718593,4
3182,model.blocks.0.activation,SAE,29,0.9743589743589743,4
3183,model.output_proj.layers.2,SAE,20,0.9430051813471503,4
3184,model.state_encoder.layers.1,SAE,34,0.9792746113989638,4
3185,model.output_proj.layers.2,SAE,0,0.9494949494949495,4
3186,model.state_encoder.layers.1,SOM,15,0.9938650306748467,4
3187,model.blocks.0.activation,SOM,19,0.9948186528497409,4
3188,model.edge_s2s,SOM,8,1.0,4
3189,model.edge_s2s,baseline,14,0.9,4
3190,model.edge_s2s,baseline,13,0.9583333333333334,4
3191,model.edge_s2s,baseline,11,0.9637305699481865,4
3192,model.state_encoder.layers.1,SAE,26,0.9685863874345549,4
3193,model.edge_s2s,SAE,33,0.9473684210526315,4
3194,model.node_s2s,SAE,54,0.968421052631579,4
3195,model.blocks.2.activation,baseline,11,0.9641025641025641,4
3196,model.node_s2s,SAE,46,0.9895833333333334,4
3197,model.edge_s2s,baseline,56,0.9090909090909091,4
3198,model.state_encoder.layers.1,SAE,19,0.900523560209424,4
3199,model.blocks.0.activation,baseline,8,0.8769230769230769,4
3200,model.node_s2s,SAE,9,1.0,4
3201,model.blocks.0.activation,SAE,15,0.8730964467005076,4
3202,model.edge_s2s,baseline,58,0.9746192893401016,4
3203,model.node_s2s,SOM,19,1.0,4
3204,model.edge_s2s,SAE,141,0.968421052631579,4
3205,model.node_s2s,baseline,56,0.9333333333333333,4
3206,model.blocks.1.activation,SAE,12,0.9030612244897959,4
3207,model.edge_s2s,SAE,172,0.9322916666666666,4
3208,model.node_s2s,SAE,167,0.9794871794871794,4
3209,model.edge_s2s,SAE,161,0.8418367346938775,4
3210,model.state_encoder.layers.1,SOM,13,1.0,4
3211,model.node_s2s,SAE,26,0.96875,4
3212,model.state_encoder.layers.1,SAE,38,0.9846153846153847,4
3213,model.node_s2s,baseline,39,0.925,4
3214,model.node_s2s,SAE,29,0.9234972677595629,4
3215,model.node_s2s,SAE,123,0.9794871794871794,4
3216,model.edge_s2s,SAE,100,0.9432989690721649,4
3217,model.edge_s2s,SAE,82,0.90625,4
3218,model.node_s2s,baseline,24,0.96875,4
3219,model.blocks.1.activation,SOM,8,0.9938650306748467,4
3220,model.node_s2s,SAE,6,0.9847715736040609,4
3221,model.edge_s2s,baseline,9,0.890625,4
3222,model.node_s2s,SAE,155,0.9627659574468085,4
3223,model.output_proj.layers.2,baseline,0,0.9947089947089947,4
3224,model.blocks.0.activation,SOM,7,0.9934640522875817,4
3225,model.blocks.2.activation,SOM,4,0.9695431472081218,4
3226,model.node_s2s,SAE,23,0.9842931937172775,4
3227,model.blocks.1.activation,SAE,25,0.9794871794871794,4
3228,model.node_s2s,SAE,148,0.9736842105263158,4
3229,model.blocks.2.activation,SOM,17,1.0,4
3230,model.node_s2s,SAE,41,0.9736842105263158,4
3231,model.edge_s2s,SOM,14,1.0,4
3232,model.edge_s2s,SAE,190,0.8952879581151832,4
3233,model.edge_s2s,SAE,40,0.927461139896373,4
3234,model.edge_s2s,SAE,31,0.8256410256410256,4
3235,model.node_s2s,SAE,154,0.9479166666666666,4
3236,model.blocks.1.activation,baseline,4,0.9791666666666666,4
3237,model.edge_s2s,SAE,163,0.8253968253968254,4
3238,model.blocks.1.activation,SAE,22,0.9794871794871794,4
3239,model.blocks.1.activation,SAE,37,0.8826530612244898,4
3240,model.blocks.0.activation,SOM,3,0.9819277108433735,4
3241,model.blocks.0.activation,baseline,3,1.0,4
3242,model.output_proj.layers.2,SAE,26,0.9690721649484536,4
3243,model.blocks.2.activation,baseline,14,0.8923076923076924,4
3244,model.node_s2s,baseline,2,0.964824120603015,4
3245,model.blocks.1.activation,SAE,0,0.9899497487437185,4
3246,model.edge_s2s,SAE,102,0.9025641025641026,4
3247,model.edge_s2s,SAE,165,0.9528795811518325,4
3248,model.edge_s2s,SAE,173,0.9641025641025641,4
3249,model.edge_s2s,baseline,4,0.8041237113402062,4
3250,model.blocks.0.activation,SAE,41,0.9040404040404041,4
3251,model.node_s2s,SAE,19,0.956989247311828,4
3252,model.state_encoder.layers.1,SAE,4,0.9798994974874372,4
3253,model.node_s2s,SAE,165,0.9949494949494949,4
3254,model.edge_s2s,SAE,118,0.8808290155440415,4
3255,model.blocks.2.activation,SAE,27,0.9333333333333333,4
3256,model.node_s2s,SAE,44,0.9738219895287958,4
3257,model.blocks.2.activation,SAE,3,0.9949238578680203,4
3258,model.node_s2s,SOM,23,1.0,4
3259,model.blocks.2.activation,SAE,1,0.9243243243243243,4
3260,model.node_s2s,SAE,105,0.9421052631578948,4
3261,model.state_encoder.layers.1,SAE,35,0.9948717948717949,4
3262,model.output_proj.layers.2,SOM,14,1.0,4
3263,model.blocks.0.activation,SAE,43,0.9744897959183674,4
3264,model.edge_s2s,SAE,111,0.9375,4
3265,model.blocks.2.activation,SAE,33,0.8972972972972973,4
3266,model.node_s2s,baseline,16,0.983957219251337,4
3267,model.edge_s2s,SAE,60,0.9528795811518325,4
3268,model.node_s2s,baseline,21,0.9739583333333334,4
3269,model.state_encoder.layers.1,baseline,3,1.0,4
3270,model.blocks.1.activation,SAE,38,0.9494949494949495,4
3271,model.edge_s2s,SAE,76,0.9025641025641026,4
3272,model.state_encoder.layers.1,SAE,22,0.9238578680203046,4
3273,model.blocks.1.activation,baseline,1,0.9393939393939394,4
3274,model.state_encoder.layers.1,SAE,10,1.0,4
3275,model.edge_s2s,SAE,179,0.9631578947368421,4
3276,model.edge_s2s,SAE,96,0.9132653061224489,4
3277,model.node_s2s,SAE,180,0.9441624365482234,4
3278,model.edge_s2s,baseline,62,0.9242424242424242,4
3279,model.node_s2s,SAE,22,0.9528795811518325,4
3280,model.edge_s2s,SAE,35,0.9166666666666666,4
3281,model.node_s2s,baseline,26,0.9698492462311558,4
3282,model.edge_s2s,SAE,159,0.9222797927461139,4
3283,model.blocks.2.activation,SOM,16,1.0,4
3284,model.blocks.0.activation,SAE,9,0.9639175257731959,4
3285,model.state_encoder.layers.1,SOM,20,1.0,4
3286,model.state_encoder.layers.1,baseline,5,0.9846153846153847,4
3287,model.node_s2s,SAE,164,0.9368421052631579,4
3288,model.edge_s2s,baseline,53,0.9183673469387755,4
3289,model.blocks.0.activation,SAE,42,0.9899497487437185,4
3290,model.blocks.0.activation,baseline,6,0.9142857142857143,4
3291,model.node_s2s,SAE,13,0.9791666666666666,4
3292,model.blocks.2.activation,SAE,31,0.9795918367346939,4
3293,model.blocks.0.activation,SOM,6,0.9937888198757764,4
3294,model.blocks.1.activation,SAE,15,0.9639175257731959,4
3295,model.node_s2s,SAE,77,0.9682539682539683,4
3296,model.node_s2s,baseline,34,0.9292929292929293,4
3297,model.node_s2s,SAE,171,0.96875,4
3298,model.node_s2s,SAE,62,0.9633507853403142,4
3299,model.blocks.1.activation,SAE,46,0.949748743718593,4
3300,model.state_encoder.layers.1,SOM,5,0.9162011173184358,4
3301,model.edge_s2s,baseline,28,0.9553072625698324,4
3302,model.node_s2s,SAE,36,0.9738219895287958,4
3303,model.output_proj.layers.2,SOM,12,1.0,4
3304,model.blocks.1.activation,SAE,34,0.9042553191489362,4
3305,model.state_encoder.layers.1,SOM,22,1.0,4
3306,model.node_s2s,SAE,166,0.9947916666666666,4
3307,model.node_s2s,SAE,47,0.9396984924623115,4
3308,model.node_s2s,SAE,137,0.9468085106382979,4
3309,model.node_s2s,SAE,53,0.9748743718592965,4
3310,model.edge_s2s,SAE,51,0.8214285714285714,4
3311,model.blocks.1.activation,SOM,5,0.946524064171123,4
3312,model.edge_s2s,SAE,68,0.9438775510204082,4
3313,model.edge_s2s,SAE,9,0.8484848484848485,4
3314,model.node_s2s,SAE,168,0.9293478260869565,4
3315,model.blocks.1.activation,SAE,8,0.851063829787234,4
3316,model.blocks.0.activation,SAE,24,0.9736842105263158,4
3317,model.output_proj.layers.2,SAE,44,0.9326424870466321,4
3318,model.output_proj.layers.2,SAE,3,0.9187817258883249,4
3319,model.blocks.1.activation,SOM,4,0.9938271604938271,4
3320,model.state_encoder.layers.1,SOM,8,0.9940119760479041,4
3321,model.output_proj.layers.2,SOM,18,1.0,4
3322,model.output_proj.layers.2,SAE,32,0.9695431472081218,4
3323,model.output_proj.layers.2,SAE,33,0.9593908629441624,4
3324,model.edge_s2s,SAE,144,0.9523809523809523,4
3325,model.node_s2s,baseline,45,1.0,4
3326,model.state_encoder.layers.1,SAE,1,0.9845360824742269,4
3327,model.node_s2s,SAE,45,0.9690721649484536,4
3328,model.node_s2s,SAE,49,0.9789473684210527,4
3329,model.state_encoder.layers.1,SOM,19,1.0,4
3330,model.edge_s2s,baseline,3,0.9558011049723757,4
3331,model.edge_s2s,SOM,10,1.0,4
3332,model.node_s2s,SAE,140,0.995,4
3333,model.blocks.0.activation,SOM,13,0.9945652173913043,4
3334,model.edge_s2s,SAE,63,0.9015544041450777,4
3335,model.blocks.0.activation,SOM,24,1.0,4
3336,model.state_encoder.layers.1,SAE,33,0.9595959595959596,4
3337,model.blocks.1.activation,SAE,26,0.9114583333333334,4
3338,model.edge_s2s,SAE,167,0.96875,4
3339,model.edge_s2s,SAE,117,0.9090909090909091,4
3340,model.state_encoder.layers.1,SAE,36,0.9896373056994818,4
3341,model.blocks.0.activation,SAE,39,1.0,4
3342,model.node_s2s,baseline,36,0.995,4
3343,model.edge_s2s,SAE,152,0.841025641025641,4
3344,model.blocks.2.activation,SAE,2,0.9742268041237113,4
3345,model.node_s2s,SOM,4,1.0,4
3346,model.edge_s2s,SAE,177,0.9375,4
3347,model.node_s2s,SAE,117,0.9742268041237113,4
3348,model.output_proj.layers.2,SAE,37,0.9695431472081218,4
3349,model.edge_s2s,SAE,56,0.8563829787234043,4
3350,model.node_s2s,SAE,1,0.9794871794871794,4
3351,model.node_s2s,SAE,175,0.9732620320855615,4
3352,model.edge_s2s,baseline,45,0.9689119170984456,4
3353,model.node_s2s,SAE,138,0.99,4
3354,model.node_s2s,SAE,17,0.9895833333333334,4
3355,model.output_proj.layers.2,SOM,10,0.9884393063583815,4
3356,model.edge_s2s,SAE,78,0.9432989690721649,4
3357,model.edge_s2s,SOM,9,1.0,4
3358,model.node_s2s,SAE,109,0.949748743718593,4
3359,model.edge_s2s,SAE,162,0.7846153846153846,4
3360,model.edge_s2s,SAE,50,0.9576719576719577,4
3361,model.edge_s2s,SAE,130,0.9438775510204082,4
3362,model.blocks.1.activation,baseline,2,0.9789473684210527,4
3363,model.edge_s2s,SAE,80,0.774869109947644,4
3364,model.node_s2s,baseline,6,0.9444444444444444,4
3365,model.edge_s2s,SAE,42,0.8316326530612245,4
3366,model.edge_s2s,baseline,0,0.9128205128205128,4
3367,model.edge_s2s,baseline,16,0.9405405405405406,4
3368,model.blocks.0.activation,SAE,47,0.9572192513368984,4
3369,model.node_s2s,SAE,72,0.96875,4
3370,model.node_s2s,baseline,20,1.0,4
3371,model.node_s2s,SAE,82,0.968421052631579,4
3372,model.node_s2s,SAE,158,0.9470899470899471,4
3373,model.edge_s2s,SAE,98,0.9578947368421052,4
3374,model.edge_s2s,baseline,36,0.8717948717948718,4
3375,model.node_s2s,SAE,28,0.9947368421052631,4
3376,model.state_encoder.layers.1,baseline,0,0.9947089947089947,4
3377,model.blocks.2.activation,SOM,19,0.9934640522875817,4
3378,model.node_s2s,SAE,174,0.9895833333333334,4
3379,model.output_proj.layers.2,baseline,11,0.9641025641025641,4
3380,model.node_s2s,baseline,5,1.0,4
3381,model.blocks.2.activation,SAE,19,0.9421052631578948,4
3382,model.state_encoder.layers.1,baseline,10,0.9847715736040609,4
3383,model.edge_s2s,SAE,21,0.9583333333333334,4
3384,model.blocks.1.activation,baseline,0,0.9947089947089947,4
3385,model.edge_s2s,SOM,5,1.0,4
3386,model.output_proj.layers.2,SAE,4,0.9644670050761421,4
3387,model.edge_s2s,SAE,73,0.9183673469387755,4
3388,model.node_s2s,SAE,98,0.9574468085106383,4
3389,model.output_proj.layers.2,SOM,0,0.9941860465116279,4
3390,model.state_encoder.layers.1,baseline,8,0.8769230769230769,4
3391,model.blocks.0.activation,SAE,25,0.8375634517766497,4
3392,model.node_s2s,baseline,8,0.9646464646464646,4
3393,model.node_s2s,SAE,186,0.9797979797979798,4
3394,model.blocks.0.activation,SOM,17,0.993421052631579,4
3395,model.edge_s2s,SAE,59,0.8586387434554974,4
3396,model.blocks.1.activation,SAE,29,0.9637305699481865,4
3397,model.state_encoder.layers.1,SAE,6,0.8979591836734694,4
3398,model.edge_s2s,baseline,46,0.9141414141414141,4
3399,model.blocks.2.activation,SOM,13,0.9933774834437086,4
3400,model.node_s2s,SOM,2,1.0,4
3401,model.node_s2s,SAE,0,0.9715909090909091,4
3402,model.edge_s2s,SAE,109,0.8232323232323232,4
3403,model.blocks.2.activation,SAE,17,0.9489795918367347,4
3404,model.node_s2s,SAE,32,0.9739583333333334,4
3405,model.edge_s2s,SAE,45,0.9489795918367347,4
3406,model.edge_s2s,SOM,24,0.9948186528497409,4
3407,model.node_s2s,SAE,84,0.9682539682539683,4
3408,model.blocks.0.activation,baseline,2,0.9789473684210527,4
3409,model.edge_s2s,baseline,54,0.9948717948717949,4
3410,model.blocks.2.activation,SOM,24,0.9937888198757764,4
3411,model.node_s2s,SOM,22,1.0,4
3412,model.state_encoder.layers.1,baseline,4,0.9791666666666666,4
3413,model.blocks.1.activation,SAE,33,0.9897959183673469,4
3414,model.node_s2s,SAE,189,0.984375,4
3415,model.node_s2s,baseline,61,0.935,4
3416,model.state_encoder.layers.1,SAE,7,0.9222797927461139,4
3417,model.blocks.0.activation,SAE,46,0.9897435897435898,4
3418,model.edge_s2s,SAE,191,0.917098445595855,4
3419,model.edge_s2s,SAE,20,0.882051282051282,4
3420,model.node_s2s,SAE,30,0.9848484848484849,4
3421,model.node_s2s,baseline,32,0.98989898989899,4
3422,model.node_s2s,baseline,38,0.9090909090909091,4
3423,model.state_encoder.layers.1,SOM,10,0.9863013698630136,4
3424,model.blocks.1.activation,SOM,16,1.0,4
3425,model.blocks.1.activation,SAE,35,0.9538461538461539,4
3426,model.edge_s2s,SAE,91,0.9536082474226805,4
3427,model.blocks.2.activation,baseline,13,0.9481865284974094,4
3428,model.blocks.1.activation,baseline,8,0.8769230769230769,4
3429,model.edge_s2s,SAE,6,0.9633507853403142,4
3430,model.blocks.1.activation,SAE,10,0.9835164835164835,4
3431,model.node_s2s,SAE,16,0.953125,4
3432,model.edge_s2s,SAE,125,0.875,4
3433,model.edge_s2s,SAE,41,0.9015544041450777,4
3434,model.node_s2s,baseline,11,1.0,4
3435,model.edge_s2s,SAE,71,0.9072164948453608,4
3436,model.blocks.1.activation,SOM,3,0.993103448275862,4
3437,model.node_s2s,SOM,16,1.0,4
3438,model.state_encoder.layers.1,SAE,24,0.9417989417989417,4
3439,model.state_encoder.layers.1,SAE,39,0.9685534591194969,4
3440,model.blocks.1.activation,SAE,16,1.0,4
3441,model.state_encoder.layers.1,SOM,24,1.0,4
3442,model.blocks.1.activation,SOM,23,1.0,4
3443,model.node_s2s,SAE,55,0.9788359788359788,4
3444,model.edge_s2s,SAE,124,0.8489583333333334,4
3445,model.node_s2s,SAE,119,0.9740932642487047,4
3446,model.node_s2s,SAE,132,0.935,4
3447,model.edge_s2s,baseline,47,0.9368421052631579,4
3448,model.node_s2s,SAE,18,0.9679144385026738,4
3449,model.node_s2s,SAE,88,0.9897435897435898,4
3450,model.edge_s2s,SAE,176,0.8928571428571429,4
3451,model.edge_s2s,SAE,8,0.9739583333333334,4
3452,model.blocks.1.activation,SAE,28,0.9735449735449735,4
3453,model.edge_s2s,SOM,2,1.0,4
3454,model.blocks.0.activation,SAE,17,0.9642857142857143,4
3455,model.edge_s2s,SAE,122,0.9746192893401016,4
3456,model.node_s2s,baseline,37,1.0,4
3457,model.blocks.0.activation,SAE,34,0.9387755102040817,4
3458,model.blocks.2.activation,baseline,6,0.9142857142857143,4
3459,model.blocks.2.activation,SAE,47,0.9585798816568047,4
3460,model.edge_s2s,baseline,50,0.9390862944162437,4
3461,model.output_proj.layers.2,baseline,2,0.9789473684210527,4
3462,model.blocks.1.activation,SOM,2,1.0,4
3463,model.edge_s2s,SAE,126,0.9441624365482234,4
3464,model.output_proj.layers.2,SAE,41,0.9045226130653267,4
3465,model.blocks.2.activation,SOM,14,0.9868421052631579,4
3466,model.blocks.1.activation,SOM,12,1.0,4
3467,model.node_s2s,baseline,31,0.9637305699481865,4
3468,model.blocks.2.activation,baseline,2,0.9789473684210527,4
3469,model.edge_s2s,SAE,110,0.9740932642487047,4
3470,model.blocks.0.activation,SAE,19,0.9090909090909091,4
3471,model.state_encoder.layers.1,SAE,13,0.9899497487437185,4
3472,model.node_s2s,SAE,129,0.9896373056994818,4
3473,model.edge_s2s,SAE,113,0.9278350515463918,4
3474,model.node_s2s,SAE,181,0.9635416666666666,4
3475,model.node_s2s,SAE,162,0.9747474747474747,4
3476,model.edge_s2s,SAE,10,0.8626373626373627,4
3477,model.blocks.2.activation,SAE,5,0.9644670050761421,4
3478,model.blocks.0.activation,baseline,15,0.9949748743718593,4
3479,model.blocks.0.activation,SAE,7,0.9740932642487047,4
3480,model.edge_s2s,SAE,119,0.9489795918367347,4
3481,model.blocks.0.activation,SOM,2,0.9870967741935484,4
3482,model.output_proj.layers.2,baseline,13,0.9481865284974094,4
3483,model.edge_s2s,baseline,20,0.9447236180904522,4
3484,model.node_s2s,baseline,14,0.9736842105263158,4
3485,model.blocks.1.activation,SAE,17,0.9949494949494949,4
3486,model.node_s2s,SAE,151,0.9791666666666666,4
3487,model.blocks.2.activation,SOM,12,0.9943181818181818,4
3488,model.edge_s2s,SOM,7,1.0,4
3489,model.node_s2s,SAE,11,0.9473684210526315,4
3490,model.node_s2s,SAE,110,0.973404255319149,4
3491,model.edge_s2s,baseline,15,0.9516129032258065,4
3492,model.output_proj.layers.2,SAE,43,0.927461139896373,4
3493,model.edge_s2s,SAE,85,0.9528795811518325,4
3494,model.edge_s2s,SAE,147,0.9744897959183674,4
3495,model.edge_s2s,SAE,62,0.9365079365079365,4
3496,model.edge_s2s,SAE,153,0.9132653061224489,4
3497,model.node_s2s,SAE,153,0.9545454545454546,4
3498,model.edge_s2s,SOM,4,1.0,4
3499,model.output_proj.layers.2,SAE,6,0.9447236180904522,4
3500,model.output_proj.layers.2,baseline,1,0.9393939393939394,4
3501,model.blocks.0.activation,SAE,40,0.868020304568528,4
3502,model.node_s2s,SAE,12,0.9947916666666666,4
3503,model.edge_s2s,SAE,0,0.9583333333333334,4
3504,model.output_proj.layers.2,SAE,10,0.985,4
3505,model.edge_s2s,SAE,30,0.9736842105263158,4
3506,model.blocks.0.activation,SOM,20,1.0,4
3507,model.node_s2s,SAE,21,0.9685863874345549,4
3508,model.blocks.2.activation,SAE,34,0.9646464646464646,4
3509,model.edge_s2s,baseline,57,0.9696969696969697,4
3510,model.edge_s2s,SAE,136,0.8238341968911918,4
3511,model.state_encoder.layers.1,SOM,17,1.0,4
3512,model.output_proj.layers.2,SOM,21,0.9646464646464646,4
3513,model.blocks.1.activation,baseline,5,0.9846153846153847,4
3514,model.edge_s2s,SAE,52,0.9797979797979798,4
3515,model.blocks.1.activation,SOM,21,0.9942857142857143,4
3516,model.node_s2s,SAE,161,0.9292929292929293,4
3517,model.blocks.2.activation,SOM,6,1.0,4
3518,model.output_proj.layers.2,SAE,19,0.9282051282051282,4
3519,model.blocks.1.activation,SAE,13,0.9746192893401016,4
3520,model.blocks.0.activation,SAE,20,0.958974358974359,4
3521,model.node_s2s,SAE,107,0.9631578947368421,4
3522,model.edge_s2s,SAE,47,0.9473684210526315,4
3523,model.node_s2s,baseline,49,0.96,4
3524,model.state_encoder.layers.1,SAE,28,0.9430051813471503,4
3525,model.blocks.0.activation,SAE,28,0.9282051282051282,4
3526,model.output_proj.layers.2,SAE,2,0.9948717948717949,4
3527,model.blocks.1.activation,SAE,42,1.0,4
3528,model.blocks.2.activation,SAE,29,0.9817073170731707,4
3529,model.node_s2s,SAE,111,0.968421052631579,4
3530,model.node_s2s,baseline,47,0.9246231155778895,4
3531,model.blocks.0.activation,SAE,8,0.9795918367346939,4
3532,model.edge_s2s,SAE,25,0.9015544041450777,4
3533,model.state_encoder.layers.1,SAE,20,0.9281767955801105,4
3534,model.edge_s2s,baseline,21,0.9746192893401016,4
3535,model.state_encoder.layers.1,SAE,16,0.9484536082474226,4
3536,model.blocks.1.activation,baseline,3,1.0,4
3537,model.node_s2s,SAE,127,0.9297297297297298,4
3538,model.state_encoder.layers.1,SAE,17,0.9846938775510204,4
3539,model.blocks.2.activation,SAE,43,1.0,4
3540,model.blocks.1.activation,SOM,15,0.9933333333333333,4
3541,model.node_s2s,baseline,29,0.914572864321608,4
3542,model.blocks.2.activation,SOM,18,1.0,4
3543,model.edge_s2s,SAE,94,0.9214659685863874,4
3544,model.edge_s2s,SAE,38,0.9536082474226805,4
3545,model.state_encoder.layers.1,baseline,9,0.9847715736040609,4
3546,model.node_s2s,SAE,108,0.9844559585492227,4
3547,model.edge_s2s,SOM,12,1.0,4
3548,model.edge_s2s,SAE,65,0.9747474747474747,4
3549,model.state_encoder.layers.1,SAE,45,0.9282051282051282,4
3550,model.output_proj.layers.2,SAE,23,0.9479166666666666,4
3551,model.edge_s2s,SOM,22,0.9896907216494846,4
3552,model.output_proj.layers.2,SOM,22,1.0,4
3553,model.blocks.2.activation,SAE,30,0.9949238578680203,4
3554,model.edge_s2s,baseline,25,0.9473684210526315,4
3555,model.node_s2s,SAE,114,0.9790575916230366,4
3556,model.state_encoder.layers.1,baseline,6,0.9142857142857143,4
3557,model.edge_s2s,SAE,55,0.9285714285714286,4
3558,model.edge_s2s,SAE,183,0.7668393782383419,4
3559,model.edge_s2s,SAE,2,0.8777777777777778,4
3560,model.blocks.2.activation,SOM,1,1.0,4
3561,model.node_s2s,SAE,8,0.9895833333333334,4
3562,model.blocks.1.activation,SOM,7,1.0,4
3563,model.state_encoder.layers.1,baseline,1,0.9393939393939394,4
3564,model.state_encoder.layers.1,SAE,5,0.9238578680203046,4
3565,model.edge_s2s,SOM,17,1.0,4
3566,model.output_proj.layers.2,SOM,23,1.0,4
3567,model.node_s2s,baseline,1,0.9890710382513661,4
3568,model.blocks.1.activation,baseline,11,0.9641025641025641,4
3569,model.output_proj.layers.2,SAE,15,0.9792746113989638,4
3570,model.edge_s2s,SAE,54,0.9427083333333334,4
3571,model.edge_s2s,SOM,18,1.0,4
3572,model.edge_s2s,SAE,28,0.8666666666666667,4
3573,model.state_encoder.layers.1,SOM,1,0.9823529411764705,4
3574,model.output_proj.layers.2,SAE,8,0.9435897435897436,4
3575,model.node_s2s,SOM,17,1.0,4
3576,model.edge_s2s,baseline,60,1.0,4
3577,model.edge_s2s,SAE,128,0.9587628865979382,4
3578,model.edge_s2s,SAE,67,0.9329896907216495,4
3579,model.node_s2s,baseline,25,0.9693877551020408,4
3580,model.state_encoder.layers.1,SAE,44,0.9842931937172775,4
3581,model.edge_s2s,SAE,17,0.9489795918367347,4
3582,model.output_proj.layers.2,baseline,14,0.8923076923076924,4
3583,model.node_s2s,SAE,31,0.9896373056994818,4
3584,model.node_s2s,SAE,48,0.9597989949748744,4
3585,model.state_encoder.layers.1,SAE,42,0.995,4
3586,model.output_proj.layers.2,SAE,9,0.9742268041237113,4
3587,model.edge_s2s,SAE,64,0.96875,4
3588,model.node_s2s,baseline,51,0.9693877551020408,4
3589,model.blocks.2.activation,SAE,0,0.99,4
3590,model.output_proj.layers.2,SAE,5,0.9696969696969697,4
3591,model.node_s2s,SAE,163,0.9897959183673469,4
3592,model.output_proj.layers.2,SAE,14,0.8917525773195877,4
3593,model.output_proj.layers.2,SAE,18,0.9639175257731959,4
3594,model.blocks.1.activation,SAE,9,0.9949494949494949,4
3595,model.edge_s2s,SAE,160,0.9543147208121827,4
3596,model.node_s2s,baseline,28,0.9845360824742269,4
3597,model.node_s2s,baseline,50,0.885,4
