,layer,method,number,accuracy,maxdepth
892,model.edge_s2s,SAE,5,0.6751269035532995,1
893,model.edge_s2s,baseline,55,0.855,1
894,model.edge_s2s,baseline,39,0.8367346938775511,1
895,model.edge_s2s,baseline,34,0.7448979591836735,1
896,model.edge_s2s,SAE,70,0.7216494845360825,1
897,model.node_s2s,baseline,42,0.8888888888888888,1
898,model.node_s2s,SAE,102,0.8404255319148937,1
899,model.edge_s2s,SAE,170,0.7068062827225131,1
900,model.node_s2s,SAE,25,0.8429319371727748,1
901,model.node_s2s,SOM,14,1.0,1
902,model.node_s2s,SOM,11,1.0,1
903,model.output_proj.layers.2,SOM,7,0.9586206896551724,1
904,model.node_s2s,SOM,5,0.9936708860759493,1
905,model.edge_s2s,baseline,19,0.7989949748743719,1
906,model.node_s2s,baseline,12,0.8775510204081632,1
907,model.node_s2s,SAE,185,0.8404255319148937,1
908,model.node_s2s,SAE,65,0.7947368421052632,1
909,model.blocks.0.activation,SOM,8,0.8707482993197279,1
910,model.blocks.2.activation,SAE,18,0.883248730964467,1
911,model.blocks.2.activation,baseline,7,0.675531914893617,1
912,model.state_encoder.layers.1,SOM,6,0.8940397350993378,1
913,model.edge_s2s,SAE,26,0.8711340206185567,1
914,model.blocks.0.activation,SAE,3,0.7577319587628866,1
915,model.blocks.0.activation,SAE,14,0.9384615384615385,1
916,model.blocks.0.activation,SAE,12,0.8341708542713567,1
917,model.edge_s2s,SAE,156,0.7074468085106383,1
918,model.state_encoder.layers.1,SAE,32,0.9191919191919192,1
919,model.edge_s2s,SAE,4,0.7486910994764397,1
920,model.node_s2s,baseline,15,0.9081632653061225,1
921,model.node_s2s,SAE,90,0.8333333333333334,1
922,model.node_s2s,SAE,142,0.8473684210526315,1
923,model.blocks.0.activation,SAE,13,0.7853403141361257,1
924,model.node_s2s,SAE,150,0.885,1
925,model.node_s2s,baseline,52,0.84,1
926,model.node_s2s,SAE,94,0.8324607329842932,1
927,model.edge_s2s,SAE,131,0.7755102040816326,1
928,model.node_s2s,SAE,182,0.8324324324324325,1
929,model.node_s2s,baseline,33,0.6381909547738693,1
930,model.state_encoder.layers.1,SOM,9,0.9285714285714286,1
931,model.edge_s2s,baseline,43,0.844559585492228,1
932,model.blocks.0.activation,SAE,27,0.8860103626943006,1
933,model.blocks.2.activation,SOM,7,0.9032258064516129,1
934,model.node_s2s,SOM,1,1.0,1
935,model.node_s2s,SAE,78,0.9246231155778895,1
936,model.blocks.2.activation,baseline,1,0.7929292929292929,1
937,model.node_s2s,baseline,35,0.8484848484848485,1
938,model.output_proj.layers.2,SAE,25,0.8556701030927835,1
939,model.blocks.2.activation,SAE,7,0.7525773195876289,1
940,model.edge_s2s,SAE,3,0.8031088082901554,1
941,model.node_s2s,SAE,190,0.8148148148148148,1
942,model.blocks.1.activation,baseline,15,0.8743718592964824,1
943,model.edge_s2s,SAE,18,0.6963350785340314,1
944,model.node_s2s,baseline,30,0.85,1
945,model.output_proj.layers.2,baseline,8,0.7384615384615385,1
946,model.edge_s2s,baseline,49,0.7474747474747475,1
947,model.node_s2s,SAE,169,0.8461538461538461,1
948,model.node_s2s,SAE,15,0.7880434782608695,1
949,model.node_s2s,SAE,128,0.8624338624338624,1
950,model.node_s2s,SAE,191,0.8131313131313131,1
951,model.output_proj.layers.2,baseline,5,0.8564102564102564,1
952,model.node_s2s,SAE,188,0.8359788359788359,1
953,model.blocks.1.activation,SOM,9,0.9433962264150944,1
954,model.edge_s2s,baseline,29,0.7835051546391752,1
955,model.blocks.0.activation,SOM,22,0.9637681159420289,1
956,model.node_s2s,SAE,58,0.8341708542713567,1
957,model.state_encoder.layers.1,SAE,27,0.9137055837563451,1
958,model.output_proj.layers.2,SAE,29,0.7222222222222222,1
959,model.edge_s2s,SAE,145,0.7087912087912088,1
960,model.node_s2s,SAE,37,0.8465608465608465,1
961,model.node_s2s,SAE,144,0.8172043010752689,1
962,model.blocks.0.activation,SAE,35,0.8717948717948718,1
963,model.blocks.0.activation,SOM,14,0.8867924528301887,1
964,model.edge_s2s,SAE,74,0.7172774869109948,1
965,model.node_s2s,SOM,15,0.9788359788359788,1
966,model.blocks.0.activation,SAE,10,0.8636363636363636,1
967,model.blocks.2.activation,SAE,23,0.7743589743589744,1
968,model.edge_s2s,baseline,44,0.6721311475409836,1
969,model.node_s2s,SAE,125,0.7135678391959799,1
970,model.state_encoder.layers.1,baseline,11,0.8102564102564103,1
971,model.output_proj.layers.2,SAE,28,0.89,1
972,model.edge_s2s,SAE,138,0.6548223350253807,1
973,model.blocks.0.activation,baseline,5,0.8564102564102564,1
974,model.node_s2s,SAE,141,0.8291457286432161,1
975,model.output_proj.layers.2,baseline,7,0.675531914893617,1
976,model.node_s2s,SAE,120,0.8315789473684211,1
977,model.node_s2s,SAE,93,0.8418367346938775,1
978,model.edge_s2s,SAE,171,0.7760416666666666,1
979,model.node_s2s,SAE,121,0.8534031413612565,1
980,model.edge_s2s,SAE,148,0.6443298969072165,1
981,model.state_encoder.layers.1,SOM,0,0.8622448979591837,1
982,model.node_s2s,SAE,76,0.8461538461538461,1
983,model.blocks.2.activation,SAE,42,0.7760416666666666,1
984,model.output_proj.layers.2,baseline,3,0.9191919191919192,1
985,model.node_s2s,SAE,122,0.8229166666666666,1
986,model.blocks.1.activation,SAE,27,0.7727272727272727,1
987,model.edge_s2s,SAE,182,0.7577319587628866,1
988,model.edge_s2s,SAE,175,0.7120418848167539,1
989,model.blocks.1.activation,SOM,18,0.9375,1
990,model.edge_s2s,SAE,84,0.8223350253807107,1
991,model.edge_s2s,baseline,31,0.785,1
992,model.blocks.0.activation,baseline,10,0.9187817258883249,1
993,model.node_s2s,SAE,50,0.8571428571428571,1
994,model.edge_s2s,SAE,186,0.7589743589743589,1
995,model.edge_s2s,SAE,134,0.6632653061224489,1
996,model.edge_s2s,SAE,13,0.8534031413612565,1
997,model.state_encoder.layers.1,SOM,11,0.9032258064516129,1
998,model.edge_s2s,baseline,63,0.6761363636363636,1
999,model.edge_s2s,SAE,107,0.8645833333333334,1
1000,model.edge_s2s,SAE,83,0.8756476683937824,1
1001,model.blocks.1.activation,SAE,44,0.8842105263157894,1
1002,model.node_s2s,baseline,62,0.835,1
1003,model.output_proj.layers.2,SOM,3,0.9635036496350365,1
1004,model.blocks.2.activation,SAE,44,0.7692307692307693,1
1005,model.node_s2s,SOM,6,1.0,1
1006,model.blocks.0.activation,baseline,9,0.8883248730964467,1
1007,model.edge_s2s,SAE,53,0.8061224489795918,2
1008,model.node_s2s,baseline,41,0.8492462311557789,2
1009,model.edge_s2s,baseline,26,0.9337349397590361,2
1010,model.node_s2s,SAE,59,0.91005291005291,2
1011,model.node_s2s,SAE,177,0.9042553191489362,2
1012,model.blocks.2.activation,baseline,4,0.9479166666666666,2
1013,model.blocks.2.activation,SAE,36,0.7616580310880829,2
1014,model.edge_s2s,SAE,187,0.8802083333333334,2
1015,model.blocks.1.activation,SOM,20,0.9590643274853801,2
1016,model.edge_s2s,baseline,24,0.8449197860962567,2
1017,model.blocks.2.activation,SAE,13,0.9387755102040817,2
1018,model.node_s2s,baseline,60,0.9547738693467337,2
1019,model.node_s2s,SAE,89,0.8842105263157894,2
1020,model.edge_s2s,baseline,18,0.83,2
1021,model.blocks.0.activation,baseline,11,0.8974358974358975,2
1022,model.blocks.0.activation,SAE,5,0.9346733668341709,2
1023,model.edge_s2s,SOM,6,0.9933774834437086,2
1024,model.state_encoder.layers.1,SAE,9,0.9067357512953368,2
1025,model.node_s2s,baseline,58,0.8040201005025126,2
1026,model.output_proj.layers.2,baseline,10,0.9390862944162437,2
1027,model.blocks.1.activation,SOM,10,0.9490445859872612,2
1028,model.state_encoder.layers.1,baseline,7,0.776595744680851,2
1029,model.node_s2s,SAE,14,0.9095477386934674,2
1030,model.blocks.2.activation,SOM,21,0.9790209790209791,2
1031,model.node_s2s,SOM,10,0.9943502824858758,2
1032,model.blocks.2.activation,SAE,10,0.9846153846153847,2
1033,model.node_s2s,SAE,57,0.8540540540540541,2
1034,model.edge_s2s,SAE,180,0.7435897435897436,2
1035,model.output_proj.layers.2,SOM,15,0.8944723618090452,2
1036,model.blocks.1.activation,SAE,36,0.945,2
1037,model.edge_s2s,baseline,41,0.6767676767676768,2
1038,model.blocks.2.activation,baseline,9,0.9086294416243654,2
1039,model.node_s2s,SAE,156,0.873015873015873,2
1040,model.node_s2s,SOM,0,1.0,2
1041,model.edge_s2s,SAE,129,0.8860103626943006,2
1042,model.blocks.2.activation,SOM,3,0.8571428571428571,2
1043,model.output_proj.layers.2,SOM,11,0.9822485207100592,2
1044,model.blocks.0.activation,baseline,13,0.844559585492228,2
1045,model.node_s2s,SAE,3,0.8900523560209425,2
1046,model.node_s2s,SAE,130,0.91005291005291,2
1047,model.output_proj.layers.2,baseline,12,0.8737373737373737,2
1048,model.node_s2s,SAE,160,0.9179487179487179,2
1049,model.node_s2s,SAE,56,0.927461139896373,2
1050,model.state_encoder.layers.1,SOM,14,0.9731543624161074,2
1051,model.node_s2s,baseline,55,0.7448979591836735,2
1052,model.edge_s2s,baseline,23,0.9438775510204082,2
1053,model.blocks.0.activation,baseline,4,0.9479166666666666,2
1054,model.blocks.1.activation,SAE,39,0.8549222797927462,2
1055,model.edge_s2s,SAE,69,0.8717948717948718,2
1056,model.node_s2s,SAE,101,0.8797814207650273,2
1057,model.node_s2s,baseline,9,0.8,2
1058,model.blocks.1.activation,baseline,10,0.9390862944162437,2
1059,model.blocks.1.activation,SAE,32,0.8219895287958116,2
1060,model.edge_s2s,baseline,1,0.868020304568528,2
1061,model.output_proj.layers.2,SAE,30,0.8793969849246231,2
1062,model.node_s2s,SOM,12,1.0,2
1063,model.edge_s2s,SAE,114,0.8489583333333334,2
1064,model.state_encoder.layers.1,SAE,12,0.9390862944162437,2
1065,model.node_s2s,SAE,52,0.898936170212766,2
1066,model.edge_s2s,SOM,21,0.9791666666666666,2
1067,model.node_s2s,SAE,145,0.8958333333333334,2
1068,model.state_encoder.layers.1,SAE,2,0.8248587570621468,2
1069,model.blocks.1.activation,SAE,41,0.9137055837563451,2
1070,model.blocks.1.activation,SAE,11,0.9441624365482234,2
1071,model.blocks.2.activation,SAE,32,0.949238578680203,2
1072,model.blocks.2.activation,baseline,15,0.9597989949748744,2
1073,model.edge_s2s,SAE,178,0.8564102564102564,2
1074,model.node_s2s,SAE,187,0.9095744680851063,2
1075,model.edge_s2s,SAE,32,0.8105263157894737,2
1076,model.edge_s2s,baseline,6,0.8289473684210527,2
1077,model.blocks.1.activation,baseline,7,0.776595744680851,2
1078,model.node_s2s,SAE,152,0.9183673469387755,2
1079,model.blocks.2.activation,SOM,15,0.9726027397260274,2
1080,model.blocks.2.activation,SAE,41,0.8681318681318682,2
1081,model.blocks.2.activation,SAE,11,0.9278350515463918,2
1082,model.blocks.0.activation,SAE,33,0.9441624365482234,2
1083,model.node_s2s,SAE,38,0.9132653061224489,2
1084,model.state_encoder.layers.1,baseline,14,0.8205128205128205,2
1085,model.blocks.2.activation,SAE,38,0.8865979381443299,2
1086,model.edge_s2s,SOM,13,0.9709302325581395,2
1087,model.node_s2s,baseline,19,0.8686868686868687,2
1088,model.edge_s2s,SAE,146,0.7424242424242424,2
1089,model.edge_s2s,SAE,143,0.9226804123711341,2
1090,model.edge_s2s,baseline,40,0.7461928934010152,2
1091,model.node_s2s,SOM,18,1.0,2
1092,model.edge_s2s,SAE,169,0.8473684210526315,2
1093,model.blocks.1.activation,baseline,14,0.8205128205128205,2
1094,model.output_proj.layers.2,SAE,40,0.8802083333333334,2
1095,model.blocks.0.activation,SAE,32,0.9343434343434344,2
1096,model.blocks.1.activation,SOM,1,0.8852459016393442,2
1097,model.node_s2s,SOM,21,0.9948717948717949,2
1098,model.node_s2s,SAE,135,0.8864864864864865,2
1099,model.blocks.2.activation,SAE,25,0.8693467336683417,2
1100,model.state_encoder.layers.1,SAE,41,0.9390862944162437,2
1101,model.output_proj.layers.2,SOM,20,0.915,2
1102,model.edge_s2s,baseline,37,0.8232323232323232,2
1103,model.edge_s2s,SOM,15,0.9702380952380952,2
1104,model.output_proj.layers.2,SAE,21,0.9533678756476683,2
1105,model.blocks.2.activation,SAE,37,0.882051282051282,2
1106,model.state_encoder.layers.1,SAE,40,0.8814432989690721,2
1107,model.blocks.2.activation,SAE,20,0.949238578680203,2
1108,model.edge_s2s,SAE,29,0.7309644670050761,2
1109,model.edge_s2s,SOM,1,0.9863013698630136,2
1110,model.node_s2s,SAE,86,0.9037433155080213,2
1111,model.node_s2s,SAE,115,0.8804347826086957,2
1112,model.state_encoder.layers.1,baseline,2,0.9368421052631579,2
1113,model.node_s2s,SAE,66,0.890625,2
1114,model.blocks.0.activation,SAE,23,0.8461538461538461,2
1115,model.blocks.0.activation,SOM,5,0.9631901840490797,2
1116,model.edge_s2s,SOM,16,0.9774011299435028,2
1117,model.node_s2s,baseline,44,0.7889447236180904,2
1118,model.blocks.2.activation,SAE,24,0.8969072164948454,2
1119,model.edge_s2s,SAE,188,0.8848167539267016,2
1120,model.output_proj.layers.2,SAE,1,0.890625,2
1121,model.edge_s2s,SAE,23,0.7291666666666666,2
1122,model.state_encoder.layers.1,SOM,12,0.9719101123595506,2
1123,model.blocks.1.activation,SAE,18,0.9187817258883249,2
1124,model.edge_s2s,SAE,46,0.8963730569948186,2
1125,model.edge_s2s,SAE,95,0.8762886597938144,2
1126,model.output_proj.layers.2,baseline,4,0.9479166666666666,2
1127,model.output_proj.layers.2,SAE,46,0.9352941176470588,2
1128,model.blocks.2.activation,SOM,20,0.9781021897810219,2
1129,model.node_s2s,SAE,100,0.9141414141414141,2
1130,model.output_proj.layers.2,SOM,2,0.9869281045751634,2
1131,model.blocks.1.activation,SOM,13,0.9880239520958084,2
1132,model.node_s2s,SAE,139,0.8648648648648649,2
1133,model.blocks.2.activation,SAE,4,0.958974358974359,2
1134,model.blocks.0.activation,SOM,11,0.9700598802395209,2
1135,model.state_encoder.layers.1,SAE,15,0.882051282051282,2
1136,model.node_s2s,baseline,10,0.8711340206185567,2
1137,model.blocks.2.activation,SOM,0,0.9833333333333333,2
1138,model.blocks.0.activation,baseline,1,0.8333333333333334,2
1139,model.blocks.2.activation,SAE,45,0.8762886597938144,2
1140,model.output_proj.layers.2,SAE,27,0.9798994974874372,2
1141,model.output_proj.layers.2,SAE,24,0.8769230769230769,2
1142,model.blocks.0.activation,SAE,38,0.7513513513513513,2
1143,model.node_s2s,SAE,63,0.8835978835978836,2
1144,model.node_s2s,SAE,42,0.9109947643979057,2
1145,model.node_s2s,SAE,85,0.9057591623036649,2
1146,model.blocks.0.activation,SAE,37,0.9693877551020408,2
1147,model.node_s2s,SAE,60,0.8952879581151832,2
1148,model.blocks.0.activation,SAE,21,0.8505154639175257,2
1149,model.node_s2s,SOM,3,1.0,2
1150,model.blocks.2.activation,SAE,9,0.78125,2
1151,model.blocks.0.activation,SOM,16,0.9722222222222222,2
1152,model.output_proj.layers.2,SOM,8,0.986013986013986,2
1153,model.edge_s2s,SAE,103,0.7668393782383419,2
1154,model.edge_s2s,SOM,20,0.9790575916230366,2
1155,model.blocks.1.activation,SAE,23,0.9336734693877551,2
1156,model.output_proj.layers.2,SAE,35,0.8939393939393939,2
1157,model.blocks.1.activation,SOM,11,0.9539473684210527,2
1158,model.node_s2s,SAE,70,0.8974358974358975,2
1159,model.blocks.2.activation,SAE,15,0.8673469387755102,2
1160,model.blocks.1.activation,SAE,1,0.8865979381443299,2
1161,model.blocks.0.activation,SOM,4,0.8615384615384616,2
1162,model.edge_s2s,SOM,11,0.9880239520958084,2
1163,model.edge_s2s,SAE,14,0.796875,2
1164,model.edge_s2s,baseline,7,0.9540229885057471,2
1165,model.edge_s2s,SAE,157,0.78125,2
1166,model.edge_s2s,SOM,19,0.9430051813471503,2
1167,model.node_s2s,SAE,99,0.9246231155778895,2
1168,model.blocks.0.activation,SAE,29,0.9230769230769231,2
1169,model.output_proj.layers.2,SAE,20,0.7875647668393783,2
1170,model.state_encoder.layers.1,SAE,34,0.9533678756476683,2
1171,model.output_proj.layers.2,SAE,0,0.898989898989899,2
1172,model.state_encoder.layers.1,SOM,15,0.9386503067484663,2
1173,model.blocks.0.activation,SOM,19,0.9740932642487047,2
1174,model.edge_s2s,SOM,8,0.9881656804733728,2
1175,model.edge_s2s,baseline,14,0.8,2
1176,model.edge_s2s,baseline,13,0.828125,2
1177,model.edge_s2s,baseline,11,0.8911917098445595,2
1178,model.state_encoder.layers.1,SAE,26,0.8900523560209425,2
1179,model.edge_s2s,SAE,33,0.8789473684210526,2
1180,model.node_s2s,SAE,54,0.9105263157894737,2
1181,model.blocks.2.activation,baseline,11,0.8974358974358975,2
1182,model.node_s2s,SAE,46,0.921875,2
1183,model.edge_s2s,baseline,56,0.7626262626262627,2
1184,model.state_encoder.layers.1,SAE,19,0.7853403141361257,2
1185,model.blocks.0.activation,baseline,8,0.8153846153846154,2
1186,model.node_s2s,SAE,9,0.94,2
1187,model.blocks.0.activation,SAE,15,0.7563451776649747,2
1188,model.edge_s2s,baseline,58,0.9289340101522843,2
1189,model.node_s2s,SOM,19,1.0,2
1190,model.edge_s2s,SAE,141,0.8789473684210526,2
1191,model.node_s2s,baseline,56,0.8564102564102564,2
1192,model.blocks.1.activation,SAE,12,0.8214285714285714,2
1193,model.edge_s2s,SAE,172,0.8645833333333334,2
1194,model.node_s2s,SAE,167,0.9128205128205128,2
1195,model.edge_s2s,SAE,161,0.8112244897959183,2
1196,model.state_encoder.layers.1,SOM,13,0.9815950920245399,2
1197,model.node_s2s,SAE,26,0.90625,2
1198,model.state_encoder.layers.1,SAE,38,0.8666666666666667,2
1199,model.node_s2s,baseline,39,0.7,2
1200,model.node_s2s,SAE,29,0.8415300546448088,2
1201,model.node_s2s,SAE,123,0.9025641025641026,2
1202,model.edge_s2s,SAE,100,0.8969072164948454,2
1203,model.edge_s2s,SAE,82,0.84375,2
1204,model.node_s2s,baseline,24,0.8385416666666666,2
1205,model.blocks.1.activation,SOM,8,0.9754601226993865,2
1206,model.node_s2s,SAE,6,0.9187817258883249,2
1207,model.edge_s2s,baseline,9,0.765625,2
1208,model.node_s2s,SAE,155,0.9042553191489362,2
1209,model.output_proj.layers.2,baseline,0,0.9788359788359788,2
1210,model.blocks.0.activation,SOM,7,0.9673202614379085,2
1211,model.blocks.2.activation,SOM,4,0.883248730964467,2
1212,model.node_s2s,SAE,23,0.9162303664921466,2
1213,model.blocks.1.activation,SAE,25,0.8923076923076924,2
1214,model.node_s2s,SAE,148,0.9263157894736842,2
1215,model.blocks.2.activation,SOM,17,0.9817073170731707,2
1216,model.node_s2s,SAE,41,0.8947368421052632,2
1217,model.edge_s2s,SOM,14,0.9298245614035088,2
1218,model.edge_s2s,SAE,190,0.8167539267015707,2
1219,model.edge_s2s,SAE,40,0.8341968911917098,2
1220,model.edge_s2s,SAE,31,0.7743589743589744,2
1221,model.node_s2s,SAE,154,0.890625,2
1222,model.blocks.1.activation,baseline,4,0.9479166666666666,2
1223,model.edge_s2s,SAE,163,0.6613756613756614,2
1224,model.blocks.1.activation,SAE,22,0.9692307692307692,2
1225,model.blocks.1.activation,SAE,37,0.7397959183673469,2
1226,model.blocks.0.activation,SOM,3,0.927710843373494,2
1227,model.blocks.0.activation,baseline,3,0.9343434343434344,2
1228,model.output_proj.layers.2,SAE,26,0.865979381443299,2
1229,model.blocks.2.activation,baseline,14,0.8205128205128205,2
1230,model.node_s2s,baseline,2,0.8542713567839196,2
1231,model.blocks.1.activation,SAE,0,0.964824120603015,2
1232,model.edge_s2s,SAE,102,0.7794871794871795,2
1233,model.edge_s2s,SAE,165,0.8586387434554974,2
1234,model.edge_s2s,SAE,173,0.8974358974358975,2
1235,model.edge_s2s,baseline,4,0.7422680412371134,2
1236,model.blocks.0.activation,SAE,41,0.7777777777777778,2
1237,model.node_s2s,SAE,19,0.8978494623655914,2
1238,model.state_encoder.layers.1,SAE,4,0.8894472361809045,2
1239,model.node_s2s,SAE,165,0.9292929292929293,2
1240,model.edge_s2s,SAE,118,0.844559585492228,2
1241,model.blocks.2.activation,SAE,27,0.8461538461538461,2
1242,model.node_s2s,SAE,44,0.8900523560209425,2
1243,model.blocks.2.activation,SAE,3,0.9543147208121827,2
1244,model.node_s2s,SOM,23,1.0,2
1245,model.blocks.2.activation,SAE,1,0.8540540540540541,2
1246,model.node_s2s,SAE,105,0.868421052631579,2
1247,model.state_encoder.layers.1,SAE,35,0.8974358974358975,2
1248,model.output_proj.layers.2,SOM,14,0.9923664122137404,2
1249,model.blocks.0.activation,SAE,43,0.8877551020408163,2
1250,model.edge_s2s,SAE,111,0.8489583333333334,2
1251,model.blocks.2.activation,SAE,33,0.7189189189189189,2
1252,model.node_s2s,baseline,16,0.8502673796791443,2
1253,model.edge_s2s,SAE,60,0.8534031413612565,2
1254,model.node_s2s,baseline,21,0.9322916666666666,2
1255,model.state_encoder.layers.1,baseline,3,0.9343434343434344,2
1256,model.blocks.1.activation,SAE,38,0.8888888888888888,2
1257,model.edge_s2s,SAE,76,0.7692307692307693,2
1258,model.state_encoder.layers.1,SAE,22,0.8781725888324873,2
1259,model.blocks.1.activation,baseline,1,0.8333333333333334,2
1260,model.state_encoder.layers.1,SAE,10,0.9435897435897436,2
1261,model.edge_s2s,SAE,179,0.9105263157894737,2
1262,model.edge_s2s,SAE,96,0.8418367346938775,2
1263,model.node_s2s,SAE,180,0.868020304568528,2
1264,model.edge_s2s,baseline,62,0.7575757575757576,2
1265,model.node_s2s,SAE,22,0.8952879581151832,2
1266,model.edge_s2s,SAE,35,0.8020833333333334,2
1267,model.node_s2s,baseline,26,0.8542713567839196,2
1268,model.edge_s2s,SAE,159,0.8341968911917098,2
1269,model.blocks.2.activation,SOM,16,0.9791666666666666,2
1270,model.blocks.0.activation,SAE,9,0.9329896907216495,2
1271,model.state_encoder.layers.1,SOM,20,0.9735449735449735,2
1272,model.state_encoder.layers.1,baseline,5,0.9128205128205128,2
1273,model.node_s2s,SAE,164,0.8736842105263158,2
1274,model.edge_s2s,baseline,53,0.8316326530612245,2
1275,model.blocks.0.activation,SAE,42,0.914572864321608,2
1276,model.blocks.0.activation,baseline,6,0.84,2
1277,model.node_s2s,SAE,13,0.9010416666666666,2
1278,model.blocks.2.activation,SAE,31,0.9438775510204082,2
1279,model.blocks.0.activation,SOM,6,0.9751552795031055,2
1280,model.blocks.1.activation,SAE,15,0.845360824742268,2
1281,model.node_s2s,SAE,77,0.9047619047619048,2
1282,model.node_s2s,baseline,34,0.8333333333333334,2
1283,model.node_s2s,SAE,171,0.90625,2
1284,model.node_s2s,SAE,62,0.900523560209424,2
1285,model.blocks.1.activation,SAE,46,0.8693467336683417,2
1286,model.state_encoder.layers.1,SOM,5,0.8770949720670391,2
1287,model.edge_s2s,baseline,28,0.8994413407821229,2
1288,model.node_s2s,SAE,36,0.9109947643979057,2
1289,model.output_proj.layers.2,SOM,12,0.9651162790697675,2
1290,model.blocks.1.activation,SAE,34,0.8404255319148937,2
1291,model.state_encoder.layers.1,SOM,22,0.9662162162162162,2
1292,model.node_s2s,SAE,166,0.9270833333333334,2
1293,model.node_s2s,SAE,47,0.8844221105527639,2
1294,model.node_s2s,SAE,137,0.8670212765957447,2
1295,model.node_s2s,SAE,53,0.8341708542713567,2
1296,model.edge_s2s,SAE,51,0.7346938775510204,2
1297,model.blocks.1.activation,SOM,5,0.9037433155080213,2
1298,model.edge_s2s,SAE,68,0.9132653061224489,2
1299,model.edge_s2s,SAE,9,0.7323232323232324,2
1300,model.node_s2s,SAE,168,0.8532608695652174,2
1301,model.blocks.1.activation,SAE,8,0.7606382978723404,2
1302,model.blocks.0.activation,SAE,24,0.9276315789473685,2
1303,model.output_proj.layers.2,SAE,44,0.8704663212435233,2
1304,model.output_proj.layers.2,SAE,3,0.9035532994923858,2
1305,model.blocks.1.activation,SOM,4,0.9753086419753086,2
1306,model.state_encoder.layers.1,SOM,8,0.9700598802395209,2
1307,model.output_proj.layers.2,SOM,18,0.9938650306748467,2
1308,model.output_proj.layers.2,SAE,32,0.9137055837563451,2
1309,model.output_proj.layers.2,SAE,33,0.8781725888324873,2
1310,model.edge_s2s,SAE,144,0.8994708994708994,2
1311,model.node_s2s,baseline,45,0.985,2
1312,model.state_encoder.layers.1,SAE,1,0.9587628865979382,2
1313,model.node_s2s,SAE,45,0.9123711340206185,2
1314,model.node_s2s,SAE,49,0.9105263157894737,2
1315,model.state_encoder.layers.1,SOM,19,0.9788732394366197,2
1316,model.edge_s2s,baseline,3,0.9171270718232044,2
1317,model.edge_s2s,SOM,10,0.9931506849315068,2
1318,model.node_s2s,SAE,140,0.955,2
1319,model.blocks.0.activation,SOM,13,0.9782608695652174,2
1320,model.edge_s2s,SAE,63,0.8186528497409327,2
1321,model.blocks.0.activation,SOM,24,0.9655172413793104,2
1322,model.state_encoder.layers.1,SAE,33,0.9090909090909091,2
1323,model.blocks.1.activation,SAE,26,0.828125,2
1324,model.edge_s2s,SAE,167,0.9270833333333334,2
1325,model.edge_s2s,SAE,117,0.7647058823529411,2
1326,model.state_encoder.layers.1,SAE,36,0.9585492227979274,2
1327,model.blocks.0.activation,SAE,39,0.9435897435897436,2
1328,model.node_s2s,baseline,36,0.975,2
1329,model.edge_s2s,SAE,152,0.7076923076923077,2
1330,model.blocks.2.activation,SAE,2,0.9381443298969072,2
1331,model.node_s2s,SOM,4,1.0,2
1332,model.edge_s2s,SAE,177,0.875,2
1333,model.node_s2s,SAE,117,0.9175257731958762,2
1334,model.output_proj.layers.2,SAE,37,0.868020304568528,2
1335,model.edge_s2s,SAE,56,0.7553191489361702,2
1336,model.node_s2s,SAE,1,0.9282051282051282,2
1337,model.node_s2s,SAE,175,0.8663101604278075,2
1338,model.edge_s2s,baseline,45,0.9378238341968912,2
1339,model.node_s2s,SAE,138,0.95,2
1340,model.node_s2s,SAE,17,0.9322916666666666,2
1341,model.output_proj.layers.2,SOM,10,0.9421965317919075,2
1342,model.edge_s2s,SAE,78,0.8917525773195877,2
1343,model.edge_s2s,SOM,9,0.9881656804733728,2
1344,model.node_s2s,SAE,109,0.8341708542713567,2
1345,model.edge_s2s,SAE,162,0.7538461538461538,2
1346,model.edge_s2s,SAE,50,0.8783068783068783,2
1347,model.edge_s2s,SAE,130,0.8979591836734694,2
1348,model.blocks.1.activation,baseline,2,0.9368421052631579,2
1349,model.edge_s2s,SAE,80,0.6858638743455497,2
1350,model.node_s2s,baseline,6,0.8484848484848485,2
1351,model.edge_s2s,SAE,42,0.7244897959183674,2
1352,model.edge_s2s,baseline,0,0.8256410256410256,2
1353,model.edge_s2s,baseline,16,0.8324324324324325,2
1354,model.blocks.0.activation,SAE,47,0.8983957219251337,2
1355,model.node_s2s,SAE,72,0.90625,2
1356,model.node_s2s,baseline,20,1.0,2
1357,model.node_s2s,SAE,82,0.9105263157894737,2
1358,model.node_s2s,SAE,158,0.8994708994708994,2
1359,model.edge_s2s,SAE,98,0.9210526315789473,2
1360,model.edge_s2s,baseline,36,0.7282051282051282,2
1361,model.node_s2s,SAE,28,0.9368421052631579,2
1362,model.state_encoder.layers.1,baseline,0,0.9788359788359788,2
1363,model.blocks.2.activation,SOM,19,0.954248366013072,2
1364,model.node_s2s,SAE,174,0.9270833333333334,2
1365,model.output_proj.layers.2,baseline,11,0.8974358974358975,2
1366,model.node_s2s,baseline,5,1.0,2
1367,model.blocks.2.activation,SAE,19,0.7684210526315789,2
1368,model.state_encoder.layers.1,baseline,10,0.9390862944162437,2
1369,model.edge_s2s,SAE,21,0.890625,2
1370,model.blocks.1.activation,baseline,0,0.9788359788359788,2
1371,model.edge_s2s,SOM,5,0.9858156028368794,2
1372,model.output_proj.layers.2,SAE,4,0.8781725888324873,2
