band_gap,density,density_atomic,deprecated,efermi,energy_above_hull,energy_per_atom,formation_energy_per_atom,homogeneous_poisson,is_gap_direct,is_magnetic,is_metal,is_stable,nelements,nsites,num_magnetic_sites,num_unique_magnetic_sites,theoretical,total_magnetization,total_magnetization_normalized_formula_units,total_magnetization_normalized_vol,uncorrected_energy_per_atom,universal_anisotropy,volume,target
0.0,5.223436,16.07972,0.0,4.306311,0.845551,-7.283956,0.6781759,0.075,0.0,1.0,1.0,0.0,3.0,3.0,2.0,2.0,1.0,0.0043615,0.0043615,9.041408e-05,-7.283956,-5.342,48.23917,1
0.0,7.299906,18.28447,0.0,5.021072,0.0,-7.948244,-0.323065,0.419,0.0,0.0,1.0,1.0,2.0,6.0,0.0,0.0,0.0,4e-07,2e-07,3.646082e-09,-19.4709,2.173,109.7068,1
0.0,7.500797,25.03144,0.0,7.253947,0.06898922,-6.015616,-0.4267488,0.0,0.0,1.0,1.0,0.0,3.0,32.0,4.0,2.0,0.0,0.8144668,0.2036167,0.001016805,-6.015616,0.0,801.0062,1
0.0,8.404675,16.52523,0.0,5.179832,0.3415671,-9.406018,0.2874658,0.0,0.0,1.0,1.0,0.0,2.0,4.0,1.0,1.0,1.0,2.135703,2.135703,0.03230973,-9.406018,0.0,66.10093,1
0.48175,2.04174385,21.9974185,0.0,1.0223950000000004,4.68726,-4.441491,4.68726,0.352,0.5,0.5,0.5,0.0,1.0,2.0,1.0,0.5,0.0,3.0000006,3.0000006,0.0402451446215,-4.441491,0.224,43.994834999999995,1
0.0,2.851483,34.17965,0.0,-0.9174028,0.6202391,-11.36148,0.6202391,0.232,0.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,1.347296,0.6736482,0.01970904,-5.159898,-87.319,68.3593,1
0.0,7.111274,18.54777,0.0,4.467493,0.004575486,-8.660943,-0.1391353,0.381,0.0,0.0,1.0,0.0,2.0,6.0,0.0,0.0,0.0,6e-07,3e-07,5.391484e-09,-19.93044,0.979,111.2866,1
0.0,10.07563,29.64905,0.0,3.552068,0.3912444,-4.463772,-0.3104159,0.0,0.0,0.0,1.0,0.0,3.0,16.0,0.0,0.0,1.0,0.0286238,0.0143119,6.033878e-05,-4.463772,0.0,474.3848,1
0.0,9.690357,30.31815,0.0,3.618864,0.3729901,-4.502077,-0.3170604,0.0,0.0,0.0,1.0,0.0,3.0,16.0,0.0,0.0,1.0,0.0087369,0.00436845,1.801087e-05,-4.502077,0.0,485.0904,1
0.0,21.74541,14.51829,0.0,9.646653,0.0,-52.48224,-0.3707774,0.266,0.0,0.0,1.0,1.0,2.0,8.0,0.0,0.0,0.0,1e-07,5e-08,8.609829e-10,-52.48224,0.059,116.1463,1
