band_gap,density,density_atomic,deprecated,efermi,energy_above_hull,energy_per_atom,formation_energy_per_atom,homogeneous_poisson,is_gap_direct,is_magnetic,is_metal,is_stable,nelements,nsites,num_magnetic_sites,num_unique_magnetic_sites,theoretical,total_magnetization,total_magnetization_normalized_formula_units,total_magnetization_normalized_vol,uncorrected_energy_per_atom,universal_anisotropy,volume,target
0.0,22.35969,14.1274,0.0,8.56779,0.0,-52.98523,0.0,0.246,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1e-07,5e-08,3.539222e-09,-52.98523,0.023,28.2548,1
0.0,22.24385,14.20098,0.0,8.58277,0.1649278,-52.8203,0.1649278,0.24,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2e-07,2e-07,1.408354e-08,-52.8203,0.81,14.20098,1
0.0,5.223436,16.07972,0.0,4.306311,0.845551,-7.283956,0.6781759,0.075,0.0,1.0,1.0,0.0,3.0,3.0,2.0,2.0,1.0,0.0043615,0.0043615,9.041408e-05,-7.283956,-5.342,48.23917,1
0.0,12.38495,13.55118,0.0,8.371856,0.0,-25.42454,0.0,0.241,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,7e-07,3.5e-07,2.582802e-08,-25.42454,0.021,27.10235,1
0.0,12.31799,13.62484,0.0,8.106731,0.1309597,-25.29358,0.1309597,0.231,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2.4e-06,2.4e-06,1.761489e-07,-25.29358,0.425,13.62484,1
0.0,14.95409,13.6982,0.0,8.61863,0.0,-32.32402,-0.009306451,0.233,0.0,0.0,1.0,1.0,2.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,-32.32402,0.046,109.5856,1
0.0,12.15824,13.69904,0.0,8.411652,0.0,-25.63097,-0.07140402,0.242,0.0,0.0,1.0,1.0,2.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,-25.63097,0.018,109.5924,1
0.0,14.98713,13.72304,0.0,8.951991,0.0,-32.22303,-0.06479103,0.257,0.0,0.0,1.0,1.0,2.0,8.0,0.0,0.0,1.0,5.08e-05,2.54e-05,4.627254e-07,-32.22303,0.089,109.7843,1
0.0,8.404675,16.52523,0.0,5.179832,0.3415671,-9.406018,0.2874658,0.0,0.0,1.0,1.0,0.0,2.0,4.0,1.0,1.0,1.0,2.135703,2.135703,0.03230973,-9.406018,0.0,66.10093,1
0.0,19.64638,14.12965,0.0,8.641591,0.0,-46.3213,-0.09121244,0.237,0.0,0.0,1.0,1.0,2.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,-46.3213,0.017,113.0372,1
0.0,21.30041,14.63347,0.0,8.32005,0.01332998,-52.48932,-0.09152195,0.251,0.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,1.0,4e-07,4e-07,6.833648e-09,-52.48932,0.334,58.53389,1
0.0,10.8007,11.37584,0.0,8.408837,0.03460237,-20.14273,-0.141646,0.0,0.0,0.0,1.0,0.0,2.0,20.0,0.0,0.0,0.0,1e-07,5e-08,4.395278e-10,-20.14273,0.0,227.5169,1
0.0,12.39798,13.78278,0.0,7.146041,0.0,-24.13623,0.0,0.252,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.8e-06,5.8e-06,4.208149e-07,-24.13623,0.309,13.78278,1
0.0,22.02215,14.2681,0.0,8.378035,0.0,-52.93178,-0.09020087,0.0,0.0,0.0,1.0,1.0,2.0,8.0,0.0,0.0,1.0,2e-07,1e-07,1.75216e-09,-52.93178,0.0,114.1448,1
0.0,10.02293,13.57346,0.0,5.407117,0.7174766,-18.75774,0.1253402,0.0,0.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0190244,0.0190244,0.0003503971,-5.780563,0.0,54.29383,1
0.0,10.46757,15.41235,0.0,6.795286,0.8976596,-20.71337,0.6766451,0.0,0.0,1.0,1.0,0.0,2.0,4.0,3.0,2.0,1.0,2.021209,2.021209,0.03278554,-20.71337,0.0,61.64939,1
0.0,17.48876,13.92364,0.0,9.254307,0.01571779,-38.92913,-0.03718765,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,7e-07,7e-07,2.513711e-08,-38.92913,0.0,27.84728,1
0.0,14.21796,14.19652,0.0,8.730186,0.0,-32.81719,-0.2538545,0.0,0.0,0.0,1.0,1.0,2.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,-32.81719,0.0,113.5722,1
0.0,9.603669,14.63928,0.0,8.013702,1.142507,-6.610471,0.8074653,0.0,0.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0054273,0.0054273,9.268387e-05,-6.456971,0.0,58.55711,1
0.0,14.76899,14.1611,0.0,7.240213,0.001905443,-30.99689,-0.02278976,0.277,0.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0016122,0.0016122,2.846177e-05,-30.99689,0.263,56.6444,1
0.0,14.68739,13.83322,0.0,8.187697,0.0,-32.25807,-0.08701417,0.0,0.0,0.0,1.0,1.0,2.0,8.0,0.0,0.0,1.0,1.2e-06,6e-07,1.084346e-08,-32.25807,0.0,110.6658,1
0.0,14.76965,14.16047,0.0,7.181066,0.0,-30.9988,-0.02469521,0.0,0.0,0.0,1.0,1.0,2.0,4.0,0.0,0.0,1.0,0.0006795,0.0006795,1.199643e-05,-30.9988,0.0,56.64187,1
