band_gap,density,density_atomic,deprecated,efermi,energy_above_hull,energy_per_atom,formation_energy_per_atom,homogeneous_poisson,is_gap_direct,is_magnetic,is_metal,is_stable,nelements,nsites,num_magnetic_sites,num_unique_magnetic_sites,theoretical,total_magnetization,total_magnetization_normalized_formula_units,total_magnetization_normalized_vol,uncorrected_energy_per_atom,universal_anisotropy,volume,target
0.3447,12.17007,27.3694,0.0,0.05674735,0.02251137,-49.3453,0.02251137,0.292,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1e-07,1e-07,3.653716e-09,-49.3453,0.813,27.3694,1
0.0,6.804927,28.64463,0.0,3.453588,0.3927373,-2.258498,-0.1003458,1.121,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.068998,-4.977,57.28925,1
1.7611,3.880613,85.83374,0.0,-3.008354,0.2284861,-49.13932,0.2284861,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-49.13932,0.0,85.83374,1
0.1302,11.736,28.3817,0.0,0.386608,0.006845173,-49.36096,0.006845173,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,-49.36096,0.0,56.76341,1
0.0967,12.04688,27.64928,0.0,0.4407685,0.006275719,-49.36153,0.006275719,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.36153,0.0,82.94783,1
0.0,12.1216,27.47884,0.0,1.273953,0.002960459,-49.36485,0.002960459,0.4,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,1e-07,3.333333e-08,1.213055e-09,-49.36485,6.46,82.43652,1
0.5061,11.73405,28.38641,0.0,0.5028916,0.007341734,-49.36046,0.007341734,0.0,0.0,0.0,0.0,0.0,1.0,29.0,0.0,0.0,1.0,0.0,0.0,0.0,-49.36046,0.0,823.206,1
0.0,7.183838,26.5401,0.0,6.501083,0.007146905,-22.57144,0.007146905,0.581,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,1e-07,5e-08,1.883942e-09,-22.57144,-5.733,53.0802,1
0.0,10.78621,30.88088,0.0,0.9136785,0.007561465,-49.36025,0.007561465,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.1e-06,3.1e-06,1.003857e-07,-0.2961189,0.0,30.88088,1
0.0,8.36771,22.30752,0.0,2.598153,0.0,-20.10499,0.0,0.355,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,3e-07,1.5e-07,6.72419e-09,-20.10499,0.518,44.61504,1
0.0,12.33403,27.00558,0.0,1.205503,0.0,-49.36781,0.0,0.443,0.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,-49.36781,0.0,108.0223,1
0.0,10.86087,25.50157,0.0,1.447401,0.1217563,-39.13175,0.1217563,0.854,0.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,1.0,1.52e-05,1.52e-05,1.490104e-07,-0.4209399,0.005,102.0063,1
0.0,6.516037,25.41571,0.0,6.436761,0.06421177,-2.523339,0.04771767,0.0,0.0,0.0,1.0,0.0,2.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,-19.52125,0.0,152.4943,1
0.0,11.50967,21.9552,0.0,2.331997,0.02575085,-37.79759,-0.1750616,0.179,0.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,1.0,2e-07,2e-07,2.277365e-09,-37.79759,-4.823,87.82079,1
0.0,7.224009,26.39251,0.0,6.161884,0.0,-22.57859,0.0,0.523,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.57859,-5.672,26.39251,1
0.0,12.61091,26.41265,0.0,0.3489641,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,26.41265,1
0.7684,6.642206,29.34637,0.0,3.305505,0.09501692,-2.556218,-0.3980661,0.363,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.366718,0.025,58.69273,1
0.9589,6.689685,29.13808,0.0,2.823363,0.1056166,-2.545618,-0.3874664,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,1.8e-06,9e-07,1.544371e-08,-2.356118,0.0,116.5523,1
0.0,7.291576,19.59502,0.0,2.982177,0.01582602,-15.85229,-0.1768728,0.434,0.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,1.0,3e-07,3e-07,3.827502e-09,-15.85229,-19.132,78.38009,1
1.6827,5.884107,33.90234,0.0,-0.8140776,0.0,-1.979806,-0.8412295,0.0,0.0,0.0,0.0,1.0,2.0,9.0,0.0,0.0,0.0,0.0025061,0.0008353667,8.213462e-06,-1.623806,0.0,305.121,1
0.0,6.518139,25.40752,0.0,6.246487,0.02732277,-2.560228,0.01082867,0.0,0.0,0.0,1.0,0.0,2.0,6.0,0.0,0.0,1.0,0.0005808,0.0005808,3.809896e-06,-19.52562,0.0,152.4451,1
0.0,9.570283,24.53255,0.0,2.014576,0.0,-34.3641,-0.264173,0.31,0.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-34.3641,0.598,73.59766,1
0.0,5.803516,40.48146,0.0,3.180005,0.3676782,-36.6186,-0.3176523,0.0,0.0,0.0,1.0,0.0,2.0,36.0,0.0,0.0,0.0,0.1289361,0.03223402,8.847405e-05,-5.416861,0.0,1457.332,1
0.0,4.712349,54.16058,0.0,0.9000438,0.07722425,-1.547818,-0.4976134,0.0,0.0,0.0,1.0,0.0,2.0,11.0,0.0,0.0,1.0,0.0005699,0.0005699,9.56583e-07,-1.306636,0.0,595.7664,1
0.0,11.64782,21.69479,0.0,1.718151,0.02944835,-37.7939,-0.1713641,0.0,0.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,-37.7939,0.0,86.77918,1
0.0,11.89251,23.90576,0.0,2.523604,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,143.4346,1
1.7314,5.007771,48.02522,0.0,0.04878116,0.0,-2.095786,-0.97937,0.0,1.0,0.0,0.0,1.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.18604,0.0,624.3278,1
0.0,5.910288,25.90139,0.0,6.420643,0.01825135,-2.483488,-0.006489801,0.0,0.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0011698,0.0011698,1.12909e-05,-2.483488,0.0,103.6056,1
0.0,10.68415,29.08425,0.0,1.512874,0.0,-45.85592,-0.100576,0.0,0.0,0.0,1.0,1.0,2.0,36.0,0.0,0.0,0.0,2e-07,6.666667e-08,1.910159e-10,-45.85592,0.0,1047.033,1
0.0,11.39315,24.31014,0.0,2.034291,0.1149379,-39.13857,0.1149379,0.0,0.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0003372,0.0003372,3.467688e-06,-0.4277583,0.0,97.24057,1
2.9163,2.648368,27.11034,0.0,-1.068597,0.0,-2.42332,-0.2354698,0.2,1.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.943937,0.041,54.22069,1
0.0,9.623935,26.14502,0.0,5.130272,0.0,0.0,0.0,0.291,0.0,0.0,1.0,0.0,3.0,4.0,0.0,0.0,1.0,0.0085562,0.0085562,8.181481e-05,0.0,0.111,104.5801,1
0.0,10.49013,27.28182,0.0,2.562764,0.01417946,-1.061679,-0.4063178,0.0,0.0,0.0,1.0,0.0,2.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,-41.25403,0.0,218.2546,1
0.0,9.677063,23.01869,0.0,2.281976,0.0150485,-0.8839476,-0.1536788,0.347,0.0,0.0,1.0,0.0,3.0,4.0,0.0,0.0,1.0,2.04e-05,2.04e-05,2.215591e-07,-30.78507,3.868,92.07477,1
1.3495,5.864241,42.88973,0.0,0.2711152,0.0005730233,-1.683277,-0.5978085,0.0,1.0,0.0,0.0,0.0,2.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.17813,0.0,1029.354,1
0.0,12.0629,27.74311,0.0,2.112003,0.0,-50.34795,-0.02726681,0.0,0.0,0.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.34795,0.0,110.9724,1
1.3324,5.894834,42.66715,0.0,0.1655432,0.0,-1.68385,-0.5983816,0.205,1.0,0.0,0.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.1787,9.524,256.0029,1
1.3751,5.876463,42.80053,0.0,0.2776979,0.0007253904,-1.683124,-0.5976562,0.0,1.0,0.0,0.0,0.0,2.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.17798,0.0,1027.213,1
0.0,9.008211,26.1606,0.0,3.927087,0.0,-37.2174,-0.4008537,0.0,0.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,7.059918,7.059918,0.06746708,-37.2174,0.0,104.6424,1
1.7375,5.778102,43.52913,0.0,0.07010863,2.735e-05,-1.683822,-0.5983542,0.0,0.0,0.0,0.0,0.0,2.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.17867,0.0,2089.398,1
0.0,6.281556,24.3705,0.0,6.491708,0.01442561,-2.487313,-0.01031554,0.0,0.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,-18.0384,0.0,97.48201,1
0.0,4.221458,27.33335,0.0,2.021967,0.01568029,-2.318067,-0.3516538,0.292,0.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,1.0,4.9e-06,4.9e-06,4.481704e-08,-17.78118,9.349,109.3334,1
0.0,10.22394,27.33236,0.0,4.594126,0.02235551,-41.56857,-0.3224508,0.0,0.0,1.0,1.0,0.0,3.0,4.0,1.0,1.0,1.0,6.945004,6.945004,0.06352365,-41.56857,0.0,109.3294,1
0.0,7.573013,25.93695,0.0,5.394551,0.0,-2.36144,-0.2666862,0.352,0.0,0.0,1.0,1.0,3.0,4.0,0.0,0.0,1.0,1e-07,1e-07,9.638759e-10,-29.72155,0.107,103.7478,1
0.4197,3.163498,62.63627,0.0,-0.2293238,0.2499105,-2.281153,-0.2237883,0.0,1.0,0.0,0.0,0.0,3.0,14.0,0.0,0.0,1.0,0.0002101,0.00010505,2.395919e-07,-2.064581,0.0,876.9077,1
