band_gap,density,density_atomic,deprecated,efermi,energy_above_hull,energy_per_atom,formation_energy_per_atom,homogeneous_poisson,is_gap_direct,is_magnetic,is_metal,is_stable,nelements,nsites,num_magnetic_sites,num_unique_magnetic_sites,theoretical,total_magnetization,total_magnetization_normalized_formula_units,total_magnetization_normalized_vol,uncorrected_energy_per_atom,universal_anisotropy,volume,target
0.0,11.75903,15.02799,0.0,4.479596,0.0,-22.96045,0.0,0.368,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.3851734,0.3851734,0.02563039,-22.96045,1.383,15.02799,1
0.0,9.036581,15.72274,0.0,2.95326,0.000252915,-18.11113,0.000252915,0.333,0.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0048701,0.0048701,7.743722e-05,-18.11113,0.755,62.89094,1
0.0,10.46757,15.41235,0.0,6.795286,0.8976596,-20.71337,0.6766451,0.0,0.0,1.0,1.0,0.0,2.0,4.0,3.0,2.0,1.0,2.021209,2.021209,0.03278554,-20.71337,0.0,61.64939,1
0.0,18.02197,18.22864,0.0,5.162681,0.1157142,-50.38896,0.03879946,0.411,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,5.14e-05,5.14e-05,1.409869e-06,-3.130546,0.784,36.45728,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,21.13493,15.32745,0.0,7.285113,0.0,-51.48772,0.0,0.406,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.00505,0.00505,0.0003294742,-51.48772,0.178,15.32745,1
0.0,13.72398,15.61526,0.0,4.55494,0.0,-29.91597,-0.04938845,0.367,0.0,0.0,1.0,1.0,2.0,4.0,0.0,0.0,1.0,0.0003705,0.0003705,5.931697e-06,-29.91597,0.934,62.46105,1
0.0,13.29367,16.23388,0.0,3.720632,0.02206283,-4.075883,-0.1135535,0.402,0.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,1.0,7.21e-05,7.21e-05,1.110332e-06,-29.68556,2.818,64.93551,1
0.0,13.24052,16.29905,0.0,3.449949,0.02841338,-4.069532,-0.107203,0.0,0.0,0.0,1.0,0.0,2.0,8.0,0.0,0.0,1.0,0.0003061,0.00015305,2.34753e-06,-29.67921,0.0,130.3924,1
0.0,11.21435,15.97967,0.0,3.93001,0.0,-4.384218,-0.2593043,0.359,0.0,0.0,1.0,1.0,2.0,4.0,0.0,0.0,1.0,8e-07,8e-07,1.25159e-08,-22.52792,1.522,63.91868,1
