band_gap,density,density_atomic,deprecated,efermi,is_gap_direct,is_magnetic,is_metal,is_stable,nelements,nsites,num_magnetic_sites,num_unique_magnetic_sites,theoretical,total_magnetization,total_magnetization_normalized_formula_units,total_magnetization_normalized_vol,volume,target,energy_above_hull,energy_per_atom,formation_energy_per_atom,uncorrected_energy_per_atom
0.0,11.32924,15.46129,0.0,3.521639,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0033354,0.0033354,0.0001078629,30.92258,0,1.540296,-28.31656,1.540296,-4.084392
0.0,7.307467,14.3635,0.0,2.545393,0.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,0.9861325,0.9861325,0.03432773,28.72699,0,0.9949179,-13.62195,0.9949179,-3.454274
0.0,4.996838,32.70462,0.0,1.851895,0.0,0.0,1.0,0.0,3.0,5.0,0.0,0.0,1.0,0.0045684,0.0045684,2.793733e-05,163.5231,0,1.970403,-20.01013,1.001796,-4.093708
0.0,7.878117,13.32308,0.0,3.059164,0.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.000447,1.000447,0.03754563,26.64616,0,1.173689,-13.44318,1.173689,-3.275504
3.3297,1.390242,17.52332,0.0,-2.183989,0.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0005188,0.0001297,2.467189e-06,210.2798,0,1.666056,-5.884959,1.324648,-5.655959
0.0,4.626233,34.00697,0.0,2.041524,0.0,0.0,1.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0067213,0.0067213,3.952895e-05,170.0349,0,1.848389,-19.81036,1.012616,-4.12775
0.0,4.414446,34.88594,0.0,2.139976,0.0,0.0,1.0,0.0,3.0,5.0,0.0,0.0,1.0,0.0062381,0.0062381,3.576283e-05,174.4297,0,1.861269,-19.79912,1.015426,-4.137035
0.0,4.487757,41.31531,0.0,1.750994,0.0,1.0,1.0,0.0,2.0,4.0,1.0,1.0,1.0,1.271958,1.271958,0.007696649,165.2612,0,1.408671,-2.133571,1.408671,-2.133571
0.0,11.98082,15.1344,0.0,7.095456,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0001265,0.0001265,4.179221e-06,30.2688,0,0.9711865,-30.18284,0.9711865,-4.197883
0.0,6.280522,33.71161,0.0,2.141154,0.0,0.0,1.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0030935,0.0030935,1.835273e-05,168.558,0,2.041466,-3.826492,1.510656,-3.826492
0.0,13.76067,12.72938,0.0,4.252086,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0007079,0.0007079,2.780576e-05,25.45875,0,1.510257,-28.3466,1.510257,-4.114431
0.0,6.13464,34.2412,0.0,2.144956,0.0,0.0,1.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0034011,0.0034011,1.986554e-05,171.206,0,2.018978,-3.901564,1.486715,-3.901564
0.0,5.982377,34.72488,0.0,2.092025,0.0,0.0,1.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0027818,0.0027818,1.602194e-05,173.6244,0,2.000657,-3.925218,1.481037,-3.925218
0.0,5.51804,31.04194,0.0,1.925455,0.0,0.0,1.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0001463,0.0001463,9.425956e-07,155.2097,0,1.786531,-3.945756,1.431811,-3.945756
0.0,6.082237,29.80199,0.0,1.609336,0.0,0.0,1.0,0.0,3.0,5.0,0.0,0.0,0.0,6.44e-05,6.44e-05,4.32186e-07,149.0099,0,1.824207,-3.824309,1.46004,-3.824309
0.0,5.650651,35.70463,0.0,2.147995,0.0,0.0,1.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0151176,0.0151176,8.468145e-05,178.5232,0,1.963342,-3.97935,1.451016,-3.97935
0.0,6.020003,29.83282,0.0,1.713198,0.0,0.0,1.0,0.0,3.0,5.0,0.0,0.0,0.0,6.6e-06,6.6e-06,4.424656e-08,149.1641,0,1.87665,-3.890211,1.445269,-3.890211
0.0,4.351016,42.61373,0.0,1.576377,0.0,1.0,1.0,0.0,2.0,4.0,1.0,1.0,1.0,1.36185,1.36185,0.007989502,170.4549,0,1.412115,-2.130127,1.412115,-2.130127
0.0,4.93352,33.95831,0.0,1.994498,0.0,0.0,1.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0005476,0.0005476,3.225131e-06,169.7915,0,1.49927,-4.103017,1.225618,-4.103017
0.0,8.957016,15.64742,0.0,2.499039,0.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0012112,0.0012112,1.935143e-05,62.58968,0,0.9805402,-17.31856,0.9805402,-3.137751
0.0,7.481134,13.36517,0.0,4.023874,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0016921,0.0016921,6.33026e-05,26.73034,0,0.8724563,-15.17215,0.8724563,-5.705232
0.0,5.126462,33.32826,0.0,1.852828,0.0,0.0,1.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0009683,0.0009683,5.810684e-06,166.6413,0,1.506786,-4.100074,1.212166,-4.100074
0.0,9.12272,10.96018,0.0,5.202886,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0009757,0.0009757,4.451114e-05,21.92035,0,0.9524292,-15.09217,0.9524292,-5.625259
0.0,11.27716,15.93179,0.0,7.185502,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0001122,0.0001122,3.521262e-06,31.86357,0,2.112441,-3.687627,2.112441,-3.687627
0.0,6.755078,12.79729,0.0,3.585167,0.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,1.0,7.7e-06,7.7e-06,1.504224e-07,51.18917,0,1.045974,-2.206,1.045974,-2.206
0.0,7.268251,8.859029,0.0,7.518125,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0043015,0.0043015,0.0002427749,17.71806,0,1.220494,-8.76728,1.220494,-4.816857
0.0,11.26646,19.97443,0.0,4.684366,0.0,0.0,1.0,0.0,3.0,4.0,0.0,0.0,1.0,0.0004469,0.0004469,5.5934e-06,79.89773,0,1.349463,-5.171708,1.329337,-5.171708
0.0,9.024155,20.35218,0.0,5.682344,0.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,1.0,8.39e-05,4.195e-05,1.030602e-06,81.4087,0,0.6616205,-32.04532,0.6616205,-5.182451
0.0,5.969673,10.90662,0.0,6.762362,0.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,1.0,9.86e-05,9.86e-05,2.260095e-06,43.62648,0,2.391109,-10.15895,2.332259,-4.317857
0.0,6.524338,29.34679,0.0,1.639983,0.0,0.0,1.0,0.0,3.0,5.0,0.0,0.0,0.0,7.2e-06,7.2e-06,4.906841e-08,146.7339,0,1.618685,-4.013241,1.196719,-4.013241
0.0,6.684066,28.9926,0.0,1.68095,0.0,0.0,1.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0013796,0.0013796,9.516911e-06,144.963,0,1.629007,-4.00539,1.186593,-4.00539
0.0,6.346365,29.78823,0.0,1.677963,0.0,0.0,1.0,0.0,3.0,5.0,0.0,0.0,0.0,3.56e-05,3.56e-05,2.390206e-07,148.9411,0,1.606715,-4.026678,1.1957,-4.026678
0.0,9.894046,18.32643,0.0,5.038191,0.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,73.30573,0,0.7334454,-30.42058,0.7334454,-4.435624
0.0,7.772732,13.50372,0.0,2.590242,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0076159,0.0076159,0.0002819928,27.00743,0,0.8603302,-13.75654,0.8603302,-3.588862
0.0,6.849329,28.53674,0.0,1.678195,0.0,0.0,1.0,0.0,3.0,5.0,0.0,0.0,0.0,0.001074,0.001074,7.527139e-06,142.6837,0,1.642901,-3.947678,1.193176,-3.947678
0.0,9.899554,18.31624,0.0,5.022558,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,8.64e-05,8.64e-05,2.358563e-06,36.63247,0,0.7337388,-30.42029,0.7337388,-4.43533
0.0,6.787982,12.73526,0.0,3.391992,0.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,1.0,3.26e-05,3.26e-05,6.399556e-07,50.94103,0,1.040289,-2.211685,1.040289,-2.211685
0.0,6.559428,23.22306,0.0,7.509146,0.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0097396,0.0097396,0.0001048484,92.89222,0,0.9310438,-19.46518,0.9310438,-3.745983
1.9567,3.532758,21.84905,0.0,0.8644533,0.0,0.0,0.0,0.0,2.0,16.0,0.0,0.0,0.0,0.0004035,5.04375e-05,1.154226e-06,349.5848,0,0.6347714,-11.08538,0.6347714,-5.100932
0.0,6.576176,15.13521,0.0,2.627124,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,8.82e-05,8.82e-05,2.913736e-06,30.27042,0,2.263873,-3.771928,2.263873,-3.771928
0.0,8.987201,10.94105,0.0,6.57589,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0001308,0.0001308,5.97749e-06,21.8821,0,1.487263,-5.71701,1.487263,-5.71701
0.0,15.30739,11.23277,0.0,7.907906,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.000529,0.000529,2.354717e-05,22.46554,0,1.48228,-6.167619,1.48228,-6.167619
1.8778,3.505515,22.01885,0.0,0.796614,0.0,0.0,0.0,0.0,2.0,32.0,0.0,0.0,0.0,0.0012684,7.9275e-05,1.800162e-06,704.6033,0,0.6339892,-11.08617,0.6339892,-5.101714
0.0,7.997675,10.62248,0.0,6.14131,0.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0001956,0.0001956,4.603445e-06,42.48992,0,0.8018846,-9.6154,0.8018846,-4.266394
0.0,14.42042,23.12768,0.0,7.41793,0.0,1.0,1.0,0.0,2.0,8.0,2.0,1.0,1.0,0.9830697,0.4915349,0.005313274,185.0215,0,0.9730431,-52.15774,0.9730431,-3.605781
0.0,8.695831,25.57409,0.0,5.607469,0.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0399319,0.0399319,0.0005204734,76.72226,0,1.493375,-6.003278,0.9255227,-6.003278
0.0,6.301307,33.39528,0.0,2.06817,0.0,0.0,1.0,0.0,3.0,5.0,0.0,0.0,0.0,5.32e-05,5.32e-05,3.186079e-07,166.9764,0,1.98835,-3.46318,1.623889,-3.46318
0.0,4.446933,15.76962,0.0,4.066836,0.0,0.0,1.0,0.0,2.0,16.0,0.0,0.0,1.0,0.001661,0.00041525,6.583067e-06,252.314,0,0.9072271,-5.970233,0.6518171,-5.699483
0.0,7.526674,13.2843,0.0,4.310072,0.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0004991,0.00024955,9.392664e-06,53.13721,0,0.8740516,-15.17055,0.8740516,-5.703637
0.0,6.813472,13.61021,0.0,4.429874,0.0,1.0,1.0,0.0,1.0,6.0,1.0,1.0,1.0,14.42673,2.404454,0.1766655,81.66128,0,0.7614122,-7.708609,0.7614122,-7.708609
0.0,5.867589,16.18283,0.0,6.809363,0.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0004626,0.0004626,7.146464e-06,64.73131,0,1.008511,-11.23206,1.008511,-4.128608
0.0,18.7367,17.3182,0.0,5.792981,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0036027,0.0036027,0.0001040148,34.63641,0,0.9914837,-50.18503,0.9914837,-4.77404
0.0,5.201076,23.22983,0.0,1.934594,0.0,1.0,1.0,0.0,3.0,5.0,4.0,2.0,0.0,5.795089,5.795089,0.04989352,116.1491,0,2.887722,-18.19197,2.204516,-5.476397
0.0,8.812388,11.34614,0.0,5.538825,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0068461,0.0068461,0.0003016928,22.69229,0,1.139063,-14.90554,1.139063,-5.438626
0.0,9.128445,20.2809,0.0,4.16691,0.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0029119,0.0029119,4.785948e-05,60.8427,0,1.266978,-26.75242,0.7496156,-3.555202
0.0,1.981582,10.48296,0.0,2.922383,0.0,1.0,1.0,0.0,2.0,32.0,1.0,6.0,1.0,3.594679,0.4493349,0.01071584,335.4547,0,3.193112,-5.812956,3.193112,-5.722706
0.0,7.1268,9.03486,0.0,6.403278,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0023951,0.0023951,0.0001325477,18.06972,0,0.8419681,-9.145805,0.8419681,-5.195383
0.0,6.159975,33.89054,0.0,2.070684,0.0,0.0,1.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0021078,0.0021078,1.243887e-05,169.4527,0,1.968549,-3.528453,1.609746,-3.528453
0.0,3.330022,8.992931,0.0,8.626231,0.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0020579,0.0020579,7.627843e-05,26.97879,0,2.223278,-6.232291,1.431796,-6.111958
0.0,5.922981,17.44114,0.0,1.630503,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0014369,0.0014369,4.119284e-05,34.88228,0,2.127139,-2.967198,2.127139,-2.967198
0.0,6.005877,34.37379,0.0,2.020435,0.0,0.0,1.0,0.0,3.0,5.0,0.0,0.0,0.0,7.15e-05,7.15e-05,4.160146e-07,171.869,0,1.956069,-3.543379,1.612797,-3.543379
0.0,7.216164,14.31558,0.0,3.140177,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0063349,0.0063349,0.000221259,28.63115,0,2.008669,-3.085669,2.008669,-3.085669
2.1312,4.239816,17.55501,0.0,-2.697769,0.0,0.0,0.0,0.0,2.0,16.0,0.0,0.0,0.0,4.6e-06,1.15e-06,1.637709e-08,280.8801,0,0.9599902,-2.763251,0.9599902,-2.248001
0.0,7.82937,12.71262,0.0,3.829746,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0003218,0.0003218,1.265672e-05,25.42524,0,2.241656,-3.794146,2.241656,-3.794146
0.0,12.70472,13.66435,0.0,5.885767,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0047223,0.0047223,0.0001727964,27.32869,0,0.9567553,-29.35148,0.9567553,-6.066559
0.0,11.67249,19.52721,0.0,7.514083,0.0,0.0,1.0,0.0,3.0,4.0,0.0,0.0,1.0,0.0015701,0.0015701,2.010144e-05,78.10884,0,0.9583637,-5.30233,0.7996956,-5.30233
0.0,9.143062,10.93579,0.0,5.795091,0.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0006651,0.00033255,1.520466e-05,43.74316,0,0.8940092,-15.15059,0.8940092,-5.683679
0.0,7.091993,33.86626,0.0,2.170607,0.0,0.0,1.0,0.0,3.0,5.0,0.0,0.0,0.0,9.74e-05,9.74e-05,5.752038e-07,169.3313,0,1.953504,-3.367119,1.64241,-3.367119
0.0,6.592299,23.10726,0.0,7.360196,0.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0005097,0.0005097,5.514501e-06,92.42904,0,0.9366947,-19.45953,0.9366947,-3.740332
0.0,5.868056,16.18154,0.0,6.886699,0.0,0.0,1.0,0.0,2.0,8.0,0.0,0.0,1.0,0.000944,0.000472,7.29226e-06,129.4523,0,0.9860719,-11.2545,0.9860719,-4.151047
0.0,13.86001,8.715761,0.0,9.861643,0.0,0.0,1.0,0.0,2.0,6.0,0.0,0.0,1.0,0.0050311,0.00251555,9.620694e-05,52.29457,0,0.9246226,-22.82295,0.9246226,-8.13483
0.0,5.678683,35.30076,0.0,2.03506,0.0,0.0,1.0,0.0,3.0,5.0,0.0,0.0,0.0,1.7e-05,1.7e-05,9.63152e-08,176.5038,0,1.918802,-3.585576,1.59471,-3.585576
0.1347,3.639646,6.086817,0.0,10.96544,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0008222,0.0008222,4.502627e-05,18.26045,0,0.7315252,-7.903549,0.7315252,-7.662882
3.9594,3.444398,6.752609,0.0,6.402377,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,27.01044,0,1.468057,-7.660694,1.468057,-7.660694
0.8738,3.91955,5.571609,0.0,10.55188,0.0,0.0,0.0,0.0,2.0,14.0,0.0,0.0,1.0,0.0004373,0.00021865,5.606229e-06,78.00252,0,1.512898,-7.206974,1.512898,-7.000688
1.7605,1.893619,18.73653,0.0,1.729581,0.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0007579,0.000189475,3.370866e-06,224.8383,0,0.7643729,-6.056604,0.7643729,-6.056604
