band_gap,density,density_atomic,deprecated,efermi,is_gap_direct,is_magnetic,is_metal,is_stable,nelements,nsites,num_magnetic_sites,num_unique_magnetic_sites,theoretical,total_magnetization,total_magnetization_normalized_formula_units,total_magnetization_normalized_vol,volume,target,energy_above_hull,energy_per_atom,formation_energy_per_atom,uncorrected_energy_per_atom
0.0,5.368732,13.13401,0.0,3.404401,0.0,0.0,1.0,0.0,3.0,80.0,0.0,0.0,1.0,3.799274,0.9498185,0.003615873,1050.721,0,0.03433623,-9.298729,-2.696468,-8.886529
0.0,8.897568,16.36325,0.0,8.734931,0.0,1.0,1.0,0.0,2.0,6.0,2.0,1.0,1.0,1.998446,0.9992232,0.02035503,98.17949,0,0.1846307,-33.291,-3.698556,-9.860064
0.0,6.153116,12.96042,0.0,4.363569,0.0,0.0,1.0,0.0,3.0,46.0,0.0,0.0,0.0,0.000872,0.000436,1.462647e-06,596.1795,0,0.003664452,-9.468673,-2.85732,-9.050499
0.0,11.02502,14.25348,0.0,9.861539,0.0,1.0,1.0,1.0,2.0,48.0,6.0,17.0,1.0,0.1628535,0.1628535,0.0002380319,684.1668,0,0.0,-10.83701,-3.639631,-10.39332
0.3049,5.996149,13.2997,0.0,4.483832,1.0,0.0,0.0,0.0,3.0,92.0,0.0,0.0,1.0,0.0017416,0.0004354,1.423373e-06,1223.573,0,0.02728104,-9.445056,-2.833704,-9.026882
0.0,11.02856,14.20794,0.0,9.866981,0.0,1.0,1.0,0.0,2.0,17.0,6.0,4.0,1.0,13.99983,13.99983,0.05796191,241.535,0,0.0428333,-10.79276,-3.603148,-10.34823
0.0908,5.121634,13.88285,0.0,3.19505,0.0,0.0,0.0,0.0,3.0,56.0,0.0,0.0,1.0,0.0124371,0.003109275,1.599751e-05,777.4396,0,0.08052823,-9.153835,-2.580009,-8.761263
0.0,6.051618,12.58478,0.0,4.441788,0.0,0.0,1.0,1.0,3.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,578.9,0,0.0,-9.453075,-2.851572,-15.55327
0.0,5.524612,12.73093,0.0,3.838606,0.0,0.0,1.0,0.0,3.0,46.0,0.0,0.0,1.0,1.660728,0.8303641,0.002835831,585.623,0,0.03592345,-9.327182,-2.716266,-8.909008
0.3042,5.832161,13.67366,0.0,4.062044,1.0,0.0,0.0,0.0,3.0,184.0,0.0,0.0,1.0,4.01e-05,5.0125e-06,1.593829e-08,2515.954,0,0.09712224,-9.375215,-2.763862,-8.957041
0.0,8.238817,16.01046,0.0,5.506054,0.0,1.0,1.0,0.0,2.0,56.0,16.0,4.0,1.0,16.00023,2.000028,0.01784573,896.5858,0,0.01939673,-10.45939,-3.695946,-9.96868
0.0,6.437089,12.55284,0.0,5.222555,0.0,1.0,1.0,1.0,3.0,46.0,2.0,1.0,0.0,13.8731,6.93655,0.02402557,577.4307,0,0.0,-9.81634,-2.841112,-16.56367
0.4163,6.397384,12.73483,0.0,5.331376,1.0,0.0,0.0,1.0,3.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,1018.787,0,0.0,-9.632641,-2.879025,-16.42472
0.0,5.256146,14.73483,0.0,4.174508,0.0,1.0,1.0,0.0,3.0,57.0,5.0,16.0,1.0,5.100425,5.100425,0.006072762,839.8855,0,0.01573649,-9.221195,-2.671289,-8.811406
0.1761,5.675199,12.51142,0.0,4.139283,0.0,1.0,0.0,1.0,3.0,58.0,4.0,5.0,0.0,2.0,1.0,0.002756102,725.6625,0,0.0,-9.383607,-2.780313,-14.92218
0.0,5.748531,12.63891,0.0,3.946646,0.0,0.0,1.0,1.0,3.0,46.0,0.0,0.0,0.0,0.2708288,0.1354144,0.0004658301,581.3897,0,0.0,-9.335721,-2.758613,-15.05253
0.0545,5.545688,12.6379,0.0,4.086459,1.0,1.0,0.0,0.0,3.0,58.0,4.0,5.0,1.0,2.005471,1.002735,0.002735983,732.9983,0,0.01833901,-9.3862,-2.763348,-8.959786
0.0,11.05528,13.51968,0.0,10.02743,0.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,0.0,2.0,2.0,0.04931082,40.55905,0,0.0,-10.81289,-3.747576,-34.27884
0.0,5.462134,18.08422,0.0,2.816127,0.0,1.0,1.0,0.0,2.0,4.0,1.0,1.0,0.0,1.999972,1.999972,0.02764802,72.33689,0,0.4450584,-17.11144,-2.620742,-6.82285
0.0148,5.977818,12.53131,0.0,4.747053,1.0,1.0,0.0,1.0,4.0,62.0,6.0,4.0,0.0,3.998102,1.999051,0.005145954,776.9409,0,0.0,-9.400044,-2.869387,-15.45284
0.0,8.347049,15.22922,0.0,5.345581,0.0,1.0,1.0,0.0,2.0,11.0,2.0,2.0,1.0,1.994283,1.994283,0.01190464,167.5215,0,0.003106078,-10.38457,-3.703445,-29.65185
0.0,10.90513,13.67204,0.0,9.766842,0.0,1.0,1.0,0.0,3.0,27.0,8.0,4.0,1.0,16.0,16.0,0.04334339,369.1451,0,0.01386834,-10.724,-3.802301,-34.1818
0.0,10.8035,13.08262,0.0,9.765555,0.0,1.0,1.0,0.0,3.0,30.0,9.0,5.0,1.0,17.99989,17.99989,0.0458621,392.4785,0,0.1620571,-10.70376,-3.7299,-10.24576
0.1858,3.968282,17.42231,0.0,1.543127,0.0,0.0,0.0,0.0,2.0,48.0,0.0,0.0,1.0,3.7e-06,2.3125e-07,4.424403e-09,836.271,0,0.310908,-9.252463,-2.583852,-8.794463
0.0,8.258131,15.56591,0.0,5.503305,0.0,1.0,1.0,0.0,2.0,47.0,11.0,7.0,0.0,0.9140516,0.9140516,0.001249391,731.5979,0,0.01927207,-10.39554,-3.689898,-9.898564
0.0,5.719109,12.08871,0.0,4.252244,0.0,0.0,1.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,72.53225,0,0.04745915,-9.515911,-2.847301,-14.84293
0.0,5.480588,12.66571,0.0,4.626651,0.0,0.0,1.0,1.0,4.0,103.0,0.0,0.0,0.0,6.49e-05,6.49e-05,4.974825e-08,1304.568,0,0.0,-9.352767,-2.829412,-8.925894
0.0,4.976999,13.89123,0.0,3.891965,0.0,0.0,1.0,0.0,2.0,12.0,0.0,0.0,1.0,0.0002252,5.63e-05,1.350972e-06,166.6948,0,0.05264523,-9.510725,-2.842114,-14.83775
0.0,4.327195,18.79464,0.0,1.828547,0.0,0.0,1.0,0.0,3.0,68.0,0.0,0.0,1.0,0.4976743,0.1244186,0.0003894056,1278.036,0,0.04241058,-9.774076,-3.099668,-9.289135
0.0,10.38437,13.52333,0.0,9.577755,0.0,1.0,1.0,0.0,3.0,18.0,6.0,4.0,1.0,0.6595495,0.6595495,0.002709514,243.4199,0,0.05179656,-10.57204,-3.804196,-31.66235
0.0,6.742657,13.2898,0.0,5.323255,0.0,0.0,1.0,1.0,3.0,42.0,0.0,0.0,0.0,3.5e-06,3.5e-06,6.270471e-09,558.1718,0,0.0,-9.389368,-2.692228,-17.1116
0.0,8.349319,15.22508,0.0,5.362483,0.0,1.0,1.0,0.0,2.0,22.0,4.0,2.0,0.0,4.0,2.0,0.01194201,334.9518,0,0.003075063,-10.3846,-3.703476,-29.65189
0.0,6.669873,13.46809,0.0,5.314037,0.0,0.0,1.0,1.0,3.0,41.0,0.0,0.0,0.0,5.3e-06,5.3e-06,9.598116e-09,552.1917,0,0.0,-9.223405,-2.808862,-17.02415
0.0,6.80221,13.42533,0.0,5.412571,0.0,0.0,1.0,1.0,3.0,11.0,0.0,0.0,0.0,3e-07,3e-07,2.031438e-09,147.6787,0,0.0,-9.274726,-2.725837,-17.2251
0.0,8.714544,12.84992,0.0,3.383259,0.0,0.0,1.0,1.0,3.0,49.0,0.0,0.0,1.0,1.0,1.0,0.001588194,629.646,0,0.0,-10.04053,-3.127487,-21.94334
0.0451,8.317137,15.28399,0.0,5.345896,0.0,1.0,0.0,1.0,2.0,22.0,4.0,3.0,0.0,3.999999,1.999999,0.01189598,336.2479,0,0.0,-10.38767,-3.706551,-29.65496
0.0,8.8768,12.96909,0.0,3.400905,0.0,0.0,1.0,1.0,3.0,49.0,0.0,0.0,1.0,1.0,1.0,0.001573601,635.4852,0,0.0,-10.03514,-3.128254,-22.2682
0.7658,7.717492,15.27294,0.0,3.122133,0.0,0.0,0.0,0.0,2.0,48.0,0.0,0.0,1.0,0.0002116,1.3225e-05,2.886369e-07,733.101,0,0.3581951,-22.69115,-2.520106,-9.548239
0.0,10.33913,12.88427,0.0,9.475732,0.0,1.0,1.0,1.0,3.0,30.0,3.0,8.0,1.0,0.1087924,0.0543962,0.0002814605,386.5281,0,0.0,-10.91874,-4.036338,-10.46074
0.0,5.704669,12.11931,0.0,3.941624,0.0,0.0,1.0,0.0,2.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,72.71586,0,0.08000355,-9.483367,-2.814756,-14.81039
0.0,10.45691,14.13476,0.0,9.007176,0.0,1.0,1.0,0.0,3.0,6.0,1.0,1.0,1.0,2.0,2.0,0.02358253,84.80855,0,0.04834764,-10.42695,-4.007901,-9.968955
0.0,5.495368,13.59047,0.0,4.155789,0.0,0.0,1.0,0.0,3.0,43.0,0.0,0.0,1.0,0.00044,0.00044,7.529214e-07,584.3904,0,0.01342297,-8.974305,-2.581297,-8.590864
0.0,8.964767,12.46418,0.0,5.136672,0.0,0.0,1.0,0.0,3.0,78.0,0.0,0.0,1.0,0.0356311,0.005938517,3.664973e-05,972.2063,0,0.001279175,-21.74106,-2.847468,-9.396117
0.0,9.829568,12.72552,0.0,9.125012,0.0,1.0,1.0,0.0,3.0,30.0,7.0,7.0,1.0,13.99893,13.99893,0.03666892,381.7655,0,0.304438,-10.49464,-3.703701,-10.03664
0.0,5.6919,11.10115,0.0,6.996207,0.0,0.0,1.0,1.0,3.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,177.6184,0,0.0,-12.48093,-0.7416345,-12.48093
0.0,6.321397,13.25945,0.0,5.602516,0.0,0.0,1.0,0.0,3.0,22.0,0.0,0.0,0.0,0.0142634,0.0071317,4.889616e-05,291.708,0,0.02738006,-9.232011,-2.703717,-8.857284
0.0,9.500773,13.45,0.0,8.901271,0.0,1.0,1.0,0.0,3.0,15.0,5.0,3.0,1.0,6.0,6.0,0.02973977,201.7501,0,0.1376037,-10.22156,-3.870173,-27.87718
0.426,5.728621,12.06864,0.0,4.113975,0.0,0.0,0.0,0.0,2.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,579.2945,0,0.00236436,-9.561006,-2.892395,-14.88803
0.0,7.880873,11.84066,0.0,5.618543,0.0,1.0,1.0,0.0,3.0,18.0,6.0,4.0,1.0,3.356585,1.678293,0.01574886,213.1319,0,0.02253448,-19.24709,-3.037606,-9.582967
0.0,6.701996,13.67648,0.0,5.289754,0.0,0.0,1.0,1.0,3.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,218.8237,0,0.0,-9.055829,-2.873651,-17.11265
0.0,6.888658,13.2107,0.0,5.548597,0.0,0.0,1.0,1.0,3.0,17.0,0.0,0.0,0.0,3e-07,3e-07,1.335815e-09,224.582,0,0.0,-9.470913,-2.576885,-17.31916
0.0,5.709627,13.47658,0.0,4.226008,0.0,0.0,1.0,1.0,4.0,11.0,0.0,0.0,0.0,1.12e-05,1.12e-05,7.555194e-08,148.2424,0,0.0,-8.807876,-2.607023,-14.99856
0.0,4.384149,10.88799,0.0,6.236345,0.0,1.0,1.0,0.0,2.0,20.0,6.0,3.0,1.0,4.012491,1.003123,0.01842622,217.7599,0,0.08461525,-11.82966,-3.078167,-11.82966
0.0,6.055126,13.43361,0.0,5.383408,0.0,0.0,1.0,0.0,3.0,16.0,0.0,0.0,0.0,0.0080909,0.0080909,3.7643e-05,214.9377,0,0.0385119,-9.01354,-2.859681,-8.627103
0.0,9.352132,14.7792,0.0,4.479518,0.0,0.0,1.0,0.0,3.0,39.0,0.0,0.0,1.0,1.790872,1.790872,0.003107055,576.3889,0,0.03230885,-30.25799,-4.035063,-30.25799
1.1539,5.869553,13.63736,0.0,5.105652,0.0,0.0,0.0,1.0,3.0,28.0,0.0,0.0,1.0,0.0,0.0,0.0,381.8459,0,0.0,-8.943446,-2.985719,-15.45377
0.0,8.465552,15.01604,0.0,5.375665,0.0,1.0,1.0,0.0,2.0,11.0,3.0,2.0,0.0,2.0,2.0,0.01210826,165.1765,0,0.002885139,-10.38479,-3.703666,-29.65208
0.0,8.196969,27.35453,0.0,5.734044,0.0,0.0,1.0,1.0,3.0,26.0,0.0,0.0,0.0,4e-07,2e-07,5.624157e-10,711.2177,0,0.0,-6.770054,-0.6705505,-31.62873
0.0,4.809435,10.23956,0.0,7.376297,0.0,0.0,1.0,0.0,2.0,7.0,0.0,0.0,1.0,0.0010649,0.0010649,1.485694e-05,71.67694,0,0.08327435,-11.92662,-2.975776,-11.92662
0.0,6.153279,11.23574,0.0,5.855223,0.0,0.0,1.0,0.0,2.0,24.0,0.0,0.0,1.0,0.0697216,0.0087152,0.0002585559,269.6578,0,0.07206725,-9.491303,-2.822692,-9.033303
1.2773,5.373879,12.79658,0.0,5.153535,0.0,0.0,0.0,1.0,3.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,358.3042,0,0.0,-9.024096,-3.021629,-14.33297
0.2824,5.74875,12.02638,0.0,4.280433,0.0,0.0,0.0,1.0,2.0,24.0,0.0,0.0,1.0,0.0,0.0,0.0,288.6331,0,0.0,-9.563371,-2.89476,-14.89039
4.4187,9.981284,14.64219,0.0,4.601258,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,43.92656,0,0.0,-32.70574,-4.240219,-32.70574
0.0,9.643389,14.6513,0.0,4.134014,0.0,0.0,1.0,0.0,3.0,30.0,0.0,0.0,1.0,0.9934363,0.9934363,0.002260177,439.5391,0,0.02858846,-31.09741,-4.100466,-31.09741
0.0,11.20345,13.29004,0.0,10.33905,0.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,0.0,3.0,3.0,0.0752443,39.87013,0,0.0,-11.21577,-3.598336,-35.41842
1.964,9.714327,14.5208,0.0,4.702616,0.0,0.0,0.0,0.0,3.0,30.0,0.0,0.0,1.0,0.0,0.0,0.0,435.6241,0,0.002230087,-10.0422,-4.31863,-31.23462
0.0,14.28618,11.44598,0.0,8.352881,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0001044,0.0001044,4.560552e-06,22.89196,0,1.102876,-28.33209,-1.055849,-9.291393
0.0,5.378687,12.81684,0.0,5.115465,0.0,0.0,1.0,0.0,3.0,78.0,0.0,0.0,1.0,0.0011248,0.0001874667,1.125123e-06,999.7133,0,0.0005114444,-9.273767,-2.96385,-8.850998
0.0,5.374468,13.27036,0.0,4.272128,0.0,1.0,1.0,1.0,4.0,111.0,1.0,8.0,0.0,2.163361,2.163361,0.001468667,1473.01,0,0.0,-9.289507,-2.87854,-8.856264
0.0,9.167964,14.81657,0.0,4.445857,0.0,0.0,1.0,0.0,3.0,15.0,0.0,0.0,1.0,1.0,1.0,0.004499466,222.2486,0,0.04409316,-29.52158,-3.971424,-29.52158
0.0,7.783998,11.29989,0.0,7.155112,0.0,0.0,1.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,67.79933,0,0.104374,-17.03888,-0.7268201,-17.03888
0.602,4.060344,16.59212,0.0,1.262804,0.0,0.0,0.0,0.0,3.0,40.0,0.0,0.0,1.0,0.0006441,0.000161025,9.704906e-07,663.6849,0,0.1035416,-7.860758,-2.884174,-7.492358
0.0,6.816642,19.08097,0.0,3.951017,0.0,1.0,1.0,1.0,3.0,18.0,4.0,3.0,0.0,1.998769,0.9993846,0.005819555,343.4574,0,0.0,-9.415966,-3.505396,-8.957966
0.0,9.533631,14.4987,0.0,4.206727,0.0,0.0,1.0,0.0,3.0,30.0,0.0,0.0,1.0,1.0,1.0,0.002299056,434.9611,0,0.03602509,-30.79948,-4.106012,-30.79948
0.0,11.84745,12.89467,0.0,9.947856,0.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,0.0,4.0,4.0,0.1034019,38.68401,0,0.0,-36.38716,-3.627944,-36.38716
0.0,10.79132,16.49559,0.0,9.257861,0.0,1.0,1.0,1.0,2.0,40.0,16.0,10.0,0.0,80.00099,10.00012,0.121246,659.8237,0,0.0,-41.64615,-3.527225,-41.64615
0.0,9.316068,14.71714,0.0,3.809569,0.0,0.0,1.0,0.0,3.0,15.0,0.0,0.0,1.0,0.9992212,0.9992212,0.004526338,220.7571,0,0.02035064,-29.54758,-3.998219,-9.24974
0.0,6.661358,14.17211,0.0,5.273407,0.0,0.0,1.0,0.0,3.0,21.0,0.0,0.0,1.0,0.0005465,0.0005465,1.83627e-06,297.6143,0,0.04639757,-9.212097,-2.587178,-8.85224
0.2437,5.561551,12.03774,0.0,5.085924,0.0,0.0,0.0,1.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,240.7548,0,0.0,-8.75807,-2.759363,-13.94483
0.0,4.892722,10.18886,0.0,7.899844,0.0,0.0,1.0,0.0,2.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,254.7216,0,0.0,0.0,0.0,0.0
0.0,13.44494,10.34082,0.0,8.2982,0.0,0.0,1.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,72.38572,0,0.0,-25.82718,-0.8041929,-25.82718
