band_gap,density,density_atomic,deprecated,efermi,energy_above_hull,energy_per_atom,formation_energy_per_atom,is_gap_direct,is_magnetic,is_metal,is_stable,nelements,nsites,num_magnetic_sites,num_unique_magnetic_sites,theoretical,total_magnetization,total_magnetization_normalized_formula_units,total_magnetization_normalized_vol,uncorrected_energy_per_atom,volume,target,homogeneous_poisson,universal_anisotropy
0.0044,2.701278,16.96178,0.0,-1.20107,0.2184994,-7.695323,0.1646292,0.0,1.0,0.0,0.0,3.0,48.0,4.0,9.0,0.0,8.791549,4.395774,0.01079824,-3.829716,814.1652,1,0.0,0.0
7.5517,0.04184964,39.99374,0.0,-6.591373,2.330944,-1.124168,2.330944,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,0.02500391,-1.124168,39.99374,1,0.361,1.099
7.4848,0.03997629,41.86791,0.0,-6.662299,2.330814,-1.124298,2.330814,0.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,2.0,2.0,0.02388464,-1.124298,83.73582,1,0.39,0.321
6.6359,0.03756241,44.55848,0.0,-6.408735,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,2.0,2.0,0.02244242,0.0,89.11695,1,0.279,-91.365
0.2552,3.148108,31.19526,0.0,1.28458,0.8536237,-4.938589,0.58573,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0001056,0.0001056,1.128377e-06,-4.938589,93.58578,1,0.169,1.295
0.0,3.853398,20.09783,0.0,0.967425,3.077492,-5.346456,-0.4122043,0.0,0.0,1.0,0.0,3.0,5.0,0.0,0.0,1.0,0.3616125,0.3616125,0.003598522,-4.934256,100.4892,1,0.472,11.262
0.5486,2.166899,15.62245,0.0,0.2373907,0.5872786,-4.056274,0.0648618,0.0,1.0,0.0,0.0,4.0,76.0,8.0,7.0,0.0,8.0,2.0,0.006737942,-3.940379,1187.306,1,0.0,0.0
0.0,5.328861,20.79631,0.0,1.668494,2.228488,-5.117678,-0.897456,0.0,1.0,1.0,0.0,4.0,10.0,7.0,2.0,0.0,1.159969,1.159969,0.005577763,-4.705478,207.9631,1,0.0,0.0
0.0,4.248659,21.00234,0.0,1.480127,2.196456,-5.181411,-0.780111,0.0,0.0,1.0,0.0,4.0,10.0,0.0,0.0,0.0,0.0886987,0.0886987,0.0004223278,-4.769211,210.0234,1,0.0,0.0
1.0827,0.8401737,10.86721,0.0,-1.202924,0.2040937,-5.144566,0.01970284,1.0,1.0,0.0,0.0,3.0,94.0,8.0,23.0,0.0,8.000177,4.000089,0.007831657,-4.78698,1021.518,1,0.0,0.0
0.0,9.690357,30.31815,0.0,3.618864,0.3729901,-4.502077,-0.3170604,0.0,0.0,1.0,0.0,3.0,16.0,0.0,0.0,1.0,0.0087369,0.00436845,1.801087e-05,-4.502077,485.0904,1,0.0,0.0
2.1312,4.239816,17.55501,0.0,-2.697769,0.9599902,-2.763251,0.9599902,0.0,0.0,0.0,0.0,2.0,16.0,0.0,0.0,0.0,4.6e-06,1.15e-06,1.637709e-08,-2.248001,280.8801,1,0.0,0.0
0.0,10.07563,29.64905,0.0,3.552068,0.3912444,-4.463772,-0.3104159,0.0,0.0,1.0,0.0,3.0,16.0,0.0,0.0,1.0,0.0286238,0.0143119,6.033878e-05,-4.463772,474.3848,1,0.0,0.0
0.0,5.201076,23.22983,0.0,1.934594,2.887722,-18.19197,2.204516,0.0,1.0,1.0,0.0,3.0,5.0,4.0,2.0,0.0,5.795089,5.795089,0.04989352,-5.476397,116.1491,1,0.595,-6.941
0.0069,1.257395,12.5392,0.0,-0.2783259,0.880366,-6.383764,0.1054565,0.0,1.0,0.0,0.0,5.0,96.0,6.0,15.0,1.0,3.999231,0.6665385,0.003322274,-6.207639,1203.763,1,0.0,0.0
0.0,14.71276,25.32357,0.0,11.52446,0.1750396,-70.7618,0.1750396,0.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0097038,0.0097038,9.579811e-05,-7.55162,101.2943,1,0.411,-28.775
0.3447,12.17007,27.3694,0.0,0.05674735,0.02251137,-49.3453,0.02251137,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1e-07,1e-07,3.653716e-09,-49.3453,27.3694,1,0.292,0.813
3.3661,2.173383,22.14804,0.0,-2.499355,0.0,-3.170811,-0.2060825,0.0,0.0,0.0,1.0,3.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,-8.1339,221.4804,1,0.0,0.0
0.0,2.16394,24.89523,0.0,1.739048,0.3005169,-7.888475,0.06630257,0.0,0.0,1.0,0.0,3.0,4.0,0.0,0.0,1.0,0.0003593,0.0003593,3.608121e-06,-3.421125,99.58091,1,0.722,-7.055
0.0,16.30201,20.25208,0.0,5.696709,0.09483903,-51.15587,0.0776726,0.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0001216,0.0001216,1.50108e-06,-2.965545,81.00833,1,0.448,0.356
0.0,1.2035,8.285579,0.0,-2.636507,0.9478595,-4.396176,-0.1058841,0.0,1.0,1.0,0.0,2.0,24.0,2.0,5.0,1.0,0.0016964,0.00021205,8.530886e-06,-4.015908,198.8539,1,0.0,0.0
1.7611,3.880613,85.83374,0.0,-3.008354,0.2284861,-49.13932,0.2284861,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-49.13932,85.83374,1,0.0,0.0
0.0,0.5216169,22.09629,0.0,-0.1904463,0.2617987,-2.124908,0.2617987,0.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,1.0,1.91e-05,4.775e-06,2.160996e-07,-1.647124,88.38518,1,1.749,6.42
0.0,9.847352,27.67101,0.0,4.509322,0.4219981,-37.16065,0.2318615,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0002275,0.0002275,4.110801e-06,-1.469955,55.34201,1,0.538,0.079
0.1302,11.736,28.3817,0.0,0.386608,0.006845173,-49.36096,0.006845173,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,-49.36096,56.76341,1,0.0,0.0
0.0967,12.04688,27.64928,0.0,0.4407685,0.006275719,-49.36153,0.006275719,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.36153,82.94783,1,0.0,0.0
0.0,18.02565,18.14474,0.0,5.847445,0.0,-50.58496,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.58496,18.14474,1,0.522,0.711
0.741,7.951136,31.7829,0.0,4.122501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,64.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2034.105,1,0.0,0.0
0.0,1.461409,12.48063,0.0,2.194247,0.6744312,-5.587182,-0.3670765,0.0,0.0,1.0,0.0,5.0,84.0,0.0,0.0,0.0,4.0,1.0,0.003815436,-5.373706,1048.373,1,0.0,0.0
0.0,18.53017,17.65071,0.0,5.200132,0.002108505,-50.58285,0.002108505,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,-50.58285,35.30142,1,0.449,176.986
0.0,6.560863,32.30094,0.0,2.478214,0.3064628,-24.57093,0.3064628,0.0,1.0,1.0,0.0,2.0,8.0,6.0,1.0,1.0,2.901014,1.450507,0.01122651,-3.479259,258.4075,1,0.0,0.0
