band_gap,density,density_atomic,deprecated,efermi,energy_above_hull,energy_per_atom,formation_energy_per_atom,is_gap_direct,is_magnetic,is_metal,is_stable,nelements,nsites,num_magnetic_sites,num_unique_magnetic_sites,theoretical,total_magnetization,total_magnetization_normalized_formula_units,total_magnetization_normalized_vol,uncorrected_energy_per_atom,volume,target,cbm,vbm
0.0,4.575789,28.9969,0.0,0.5898692,0.1171764,-13.03419,0.1171764,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1e-07,1e-07,3.448644e-09,-1.435852,28.9969,1,0.0,0.0
0.0,5.137628,25.82587,0.0,1.887224,0.5823624,-12.56901,0.5823624,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0015689,0.0015689,6.074916e-05,-0.9706659,25.82587,1,0.0,0.0
3.9594,3.444398,6.752609,0.0,6.402377,1.468057,-7.660694,1.468057,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,-7.660694,27.01044,1,10.2965,6.3371
0.0,12.70472,13.66435,0.0,5.885767,0.9567553,-29.35148,0.9567553,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0047223,0.0047223,0.0001727964,-6.066559,27.32869,1,0.0,0.0
0.0,6.63146,19.77184,0.0,5.507674,0.5956268,-13.71593,0.5956268,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2e-07,2e-07,1.01154e-08,-2.900285,19.77184,1,0.0,0.0
0.0,5.775859,36.48459,0.0,4.825723,0.3950203,-1.078346,0.3950203,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0018502,0.0018502,5.071182e-05,-1.078346,36.48459,1,0.0,0.0
1.1815,1.943884,11.23431,0.0,1.912232,0.08975931,-8.630113,0.08975931,0.0,0.0,0.0,0.0,2.0,28.0,0.0,0.0,1.0,0.003511,0.00087775,1.11616e-05,-8.423827,314.5607,1,3.0216,1.8401
0.0,5.022841,26.41607,0.0,1.895606,0.5456592,-12.60571,0.5456592,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5057118,0.5057118,0.0191441,-1.007369,26.41607,1,0.0,0.0
0.0,11.71574,10.40484,0.0,7.561995,0.7889555,-22.75,0.7889555,0.0,1.0,1.0,0.0,2.0,3.0,1.0,1.0,1.0,0.3734723,0.3734723,0.0119647,-7.474186,31.21452,1,0.0,0.0
0.0,11.32924,15.46129,0.0,3.521639,1.540296,-28.31656,1.540296,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0033354,0.0033354,0.0001078629,-4.084392,30.92258,1,0.0,0.0
0.0,10.56493,11.68841,0.0,5.364113,0.6823143,-22.56609,0.6823143,0.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,1.0,1e-07,1e-07,2.851827e-09,-6.658393,35.06524,1,0.0,0.0
0.0,7.481134,13.36517,0.0,4.023874,0.8724563,-15.17215,0.8724563,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0016921,0.0016921,6.33026e-05,-5.705232,26.73034,1,0.0,0.0
7.3764,0.9462436,24.58,0.0,-6.90739,0.0,-9.128751,0.0,0.0,0.0,0.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.128751,196.64,1,0.4506,-6.9258
7.0262,1.003619,23.1748,0.0,0.9804068,0.001677922,-9.127073,0.001677922,1.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.127073,370.7969,1,0.9808,-6.0454
7.3685,1.082254,21.49095,0.0,-6.833903,0.00178282,-9.126968,0.00178282,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.126968,171.9276,1,0.451,-6.9175
0.0,7.526674,13.2843,0.0,4.310072,0.8740516,-15.17055,0.8740516,0.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0004991,0.00024955,9.392664e-06,-5.703637,53.13721,1,0.0,0.0
0.0,11.76331,10.36276,0.0,7.610107,0.7493382,-22.78961,0.7493382,0.0,0.0,1.0,0.0,2.0,6.0,0.0,0.0,1.0,0.0038684,0.0019342,6.221636e-05,-7.513803,62.17658,1,0.0,0.0
2.9168,3.776864,5.782099,0.0,10.29638,0.5043612,-8.215511,0.5043612,0.0,0.0,0.0,0.0,2.0,14.0,0.0,0.0,1.0,0.0190547,0.00952735,0.0002353903,-8.009226,80.94938,1,13.157,10.2402
