band_gap,density,density_atomic,deprecated,efermi,energy_above_hull,energy_per_atom,formation_energy_per_atom,homogeneous_poisson,is_gap_direct,is_magnetic,is_metal,is_stable,nelements,nsites,num_magnetic_sites,num_unique_magnetic_sites,theoretical,total_magnetization,total_magnetization_normalized_formula_units,total_magnetization_normalized_vol,uncorrected_energy_per_atom,universal_anisotropy,volume,target
0.0,6.5936,22.97395,0.0,4.24654,0.1216418,-22.62815,0.1216418,0.489,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.44e-05,2.44e-05,1.062073e-06,-22.62815,-11.5,22.97395,1
0.0,16.10228,25.16236,0.0,11.40019,0.2772171,-86.07913,0.2772171,0.283,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,5.722785,5.722785,0.2274343,-13.99062,0.228,25.16236,1
0.0,6.521418,23.22823,0.0,4.657325,0.05698213,-22.69281,0.05698213,0.351,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,7.3e-06,7.3e-06,3.142727e-07,-22.69281,1.369,23.22823,1
0.0,18.34786,21.38415,0.0,14.36298,0.2168953,-78.95364,0.2168953,0.34,0.0,1.0,1.0,0.0,2.0,4.0,3.0,2.0,1.0,1.982689,1.982689,0.02317942,-10.63033,16.91,85.53659,1
0.0,2.228692,77.19994,0.0,-0.5187013,0.9183575,-2.151546,0.4032215,0.413,0.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.999999,1.999999,0.01295337,-2.055546,-4.86,154.3999,1
0.0,15.90613,18.23192,0.0,12.55287,0.0,-57.70513,-0.09785314,0.128,0.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0021499,0.0021499,3.930653e-05,-57.70513,0.085,54.69575,1
0.0,6.446094,23.49966,0.0,4.362319,0.0,-22.74979,0.0,0.342,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.3e-06,6.5e-07,2.765998e-08,-22.74979,0.306,46.99932,1
0.0,15.68431,24.46037,0.0,13.15043,0.0,-76.85602,0.0,0.443,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.51e-05,1.51e-05,6.173251e-07,-76.85602,-13.534,24.46037,1
0.0,5.347397,19.35216,0.0,5.160907,0.03777308,-16.17066,0.03777308,0.298,0.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,1.0,2.6e-06,2.6e-06,4.478397e-08,-16.17066,0.116,58.05648,1
0.0,4.582364,17.34585,0.0,6.111154,0.08726523,-12.85049,0.08726523,0.347,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0013812,0.0013812,7.962709e-05,-12.85049,1.719,17.34585,1
0.0,16.66235,23.17321,0.0,14.19997,0.2989281,-78.09914,0.2989281,0.0,0.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0964307,0.0964307,0.001040325,-10.07402,0.0,92.69284,1
0.0,4.589377,17.31935,0.0,6.013004,0.0151696,-12.92259,0.0151696,0.313,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,3e-07,1.5e-07,8.660833e-09,-12.92259,0.096,34.6387,1
0.0,18.23091,19.34705,0.0,14.0107,0.04575236,-10.52303,-0.01894288,0.0,0.0,0.0,1.0,0.0,2.0,14.0,0.0,0.0,0.0,0.0021265,0.00106325,7.850957e-06,-10.52303,0.0,270.8587,1
0.0,13.41932,22.08678,0.0,4.812627,0.2121798,-44.93924,0.2121798,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-44.93924,0.0,22.08678,1
