band_gap,density,density_atomic,deprecated,efermi,energy_above_hull,energy_per_atom,formation_energy_per_atom,homogeneous_poisson,is_gap_direct,is_magnetic,is_metal,is_stable,nelements,nsites,num_magnetic_sites,num_unique_magnetic_sites,theoretical,total_magnetization,total_magnetization_normalized_formula_units,total_magnetization_normalized_vol,uncorrected_energy_per_atom,universal_anisotropy,volume,target
0.0,2.274122,9.134447,0.0,5.159344,4.367345,-4.638723,4.367345,2.194,0.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,1.0,0.003677,0.003677,0.0001006355,-4.548473,-5.01,36.53779,1
0.0,5.811062,26.69353,0.0,1.392024,0.1021692,-3.312473,-0.1430488,0.471,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,2.22e-05,2.22e-05,4.158311e-07,-3.076473,5.602,53.38706,1
1.1181,3.925783,43.9588,0.0,1.0403,0.1884742,-2.835952,0.1884742,0.0,1.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0005694,0.0005694,2.590608e-06,-2.532752,0.0,219.794,1
0.9792,5.01153,29.40432,0.0,-1.060743,0.0,-3.512696,-0.7507168,0.0,0.0,0.0,0.0,1.0,2.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.156696,0.0,705.7038,1
1.6315,4.865613,12.78849,0.0,1.947578,0.3741887,-11.81134,0.3741887,0.0,1.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,4.01e-05,2.005e-05,3.91954e-07,-6.315572,0.0,102.3079,1
0.0,6.830441,8.490775,0.0,6.999869,0.3917964,-8.326099,0.07805097,0.302,0.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,2.352537,2.352537,0.1385349,-8.145599,0.119,16.98155,1
3.119,1.10065,19.12419,0.0,-3.635127,0.3743317,-8.557538,0.3743317,0.0,1.0,0.0,0.0,0.0,2.0,72.0,0.0,0.0,0.0,3.83e-05,1.595833e-06,2.781526e-08,-8.437205,0.0,1376.942,1
0.0,7.82937,12.71262,0.0,3.829746,2.241656,-3.794146,2.241656,0.432,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0003218,0.0003218,1.265672e-05,-3.794146,1.102,25.42524,1
1.413,2.160676,10.10712,0.0,3.149531,0.1482864,-8.571586,0.1482864,0.0,1.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.3653,0.0,70.74981,1
0.0,7.528091,8.044506,0.0,6.836369,0.3741603,-10.80733,0.3741603,0.388,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0141299,0.0141299,0.0008782329,-7.241629,0.092,16.08901,1
1.4341,2.179146,10.02145,0.0,3.220069,0.1485749,-8.571298,0.1485749,0.193,0.0,0.0,0.0,0.0,2.0,14.0,0.0,0.0,1.0,0.0001431,7.155e-05,1.019955e-06,-8.365012,291.899,140.3003,1
0.0,7.210142,8.371635,0.0,7.882483,0.4724713,-10.08276,0.4724713,0.351,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0046331,0.0046331,0.0002767142,-6.445073,0.001,16.74327,1
0.0,11.32924,15.46129,0.0,3.521639,1.540296,-28.31656,1.540296,0.398,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0033354,0.0033354,0.0001078629,-4.084392,-4.802,30.92258,1
