,KL,KS,KS_p,MW,MW_p
embedding,0.026692800761518913,0.2,0.7102038997076623,286.0,0.6138175878490448
lstm,0.1276810184900007,0.24,0.4754535018190584,309.5,0.9613065160714946
hidden,0.4146055230452927,0.24,0.4754535018190584,317.5,0.9304161939944443
out,0.0,0.0,1.0,312.5,1.0
