,KL,KS,KS_p,MW,MW_p
embedding,0.02633206731829678,0.16,0.914993219397903,350.0,0.4726454479399167
lstm,0.27187592330508703,0.2,0.7102038997076623,363.5,0.326988884677343
hidden,0.500323043984523,0.24,0.4754535018190584,328.0,0.7709384180595581
out,0.0,0.0,1.0,312.5,1.0
